run_id,local_order_id,text_order_id,request_sequence,encoded_request_id,exchange_order_id,symbol,symbol_id,trigger_ticker_id,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,signal_role,order_role,position_id,position_event,position_direction,entry_local_order_id,action,side,reduce_only,time_in_force,status,finish_reason,reject_reason,raw_price,order_price,price_text,price_tick,slippage_ticks,order_offset_ticks,quantity,quantity_text,cumulative_filled_quantity,left_quantity,cancelled_quantity,fill_rate,average_fill_price,last_fill_price,contract_multiplier,filled_notional,fill_role,exec_slippage_price,exec_slippage_ticks,exec_slippage_bps,exec_slippage_quote,limit_improvement_ticks,fee_rate_config,fee_quote_estimated,fee_source,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,ack_rtt_ns,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,request_send_local_ns,ack_local_receive_ns,order_finished_local_ns,source_schema,warnings
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711765,t-288230376151711765,22,144115188075855894,281193503313598870,LAB_USDT,15,10678518237277,kBinance,15,1780312011703000000,7511065844809250,1780312011704344694,1780312011704346200,kLead,entry,17,kEntrySubmit,kLong,288230376151711765,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.64392,14.64402,14.64402,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,610,367,0,0,0,10,749185,,,,,,,,,,,,,,,,,,,,,,,,,1780312011704354834,1780312011705104019,1780312011708241960,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711766,t-288230376151711766,23,144115188075855895,281193503313599530,LAB_USDT,15,10678518240579,kBinance,15,1780312011710000000,7511065852312728,1780312011711848011,1780312011711848852,kLead,entry,18,kEntrySubmit,kLong,288230376151711766,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.67462,14.67472,14.67472,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,624,302,0,0,0,10,759603,,,,,,,,,,,,,,,,,,,,,,,,,1780312011711850224,1780312011712609827,1780312011716225649,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711767,t-288230376151711767,24,144115188075855896,281193503313599635,LAB_USDT,15,10678518242445,kBinance,15,1780312011715000000,7511065856968591,1780312011716504107,1780312011716504323,kLead,entry,19,kEntrySubmit,kLong,288230376151711767,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.67462,14.67472,14.67472,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,627,234,0,0,0,10,680954,,,,,,,,,,,,,,,,,,,,,,,,,1780312011716505239,1780312011717186193,1780312011719898378,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711768,t-288230376151711768,25,144115188075855897,281193503313599792,LAB_USDT,15,10678518243471,kBinance,15,1780312011719000000,7511065860688698,1780312011720224244,1780312011720224605,kLead,entry,20,kEntrySubmit,kLong,288230376151711768,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.67462,14.67472,14.67472,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,653,227,0,0,1,10,875359,,,,,,,,,,,,,,,,,,,,,,,,,1780312011720225631,1780312011721100990,1780312011723355818,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711769,t-288230376151711769,26,144115188075855898,281193503313600019,LAB_USDT,15,10678518244190,kBinance,15,1780312011722000000,7511065863948914,1780312011723483860,1780312011723484106,kLead,entry,21,kEntrySubmit,kLong,288230376151711769,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.67462,14.67472,14.67472,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,857,577,0,0,1,10,2307886,,,,,,,,,,,,,,,,,,,,,,,,,1780312011723485149,1780312011725793035,1780312011727420808,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711770,t-288230376151711770,27,144115188075855899,281193503313600086,LAB_USDT,15,10678518245155,kBinance,15,1780312011726000000,7511065867955158,1780312011727490494,1780312011727490677,kLead,entry,22,kEntrySubmit,kLong,288230376151711770,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.67462,14.67472,14.67472,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,833,480,0,0,0,10,699747,,,,,,,,,,,,,,,,,,,,,,,,,1780312011727491705,1780312011728191452,1780312011729712680,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711771,t-288230376151711771,28,144115188075855900,281193503313600164,LAB_USDT,15,10678518246068,kBinance,15,1780312011728000000,7511065870284964,1780312011729819989,1780312011729820331,kLead,entry,23,kEntrySubmit,kLong,288230376151711771,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.67462,14.67472,14.67472,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,813,401,0,0,0,10,675054,,,,,,,,,,,,,,,,,,,,,,,,,1780312011729821475,1780312011730496529,1780312011732491093,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711772,t-288230376151711772,29,144115188075855901,281193503313600244,LAB_USDT,15,10678518247316,kBinance,15,1780312011732000000,7511065873378872,1780312011732913772,1780312011732914165,kLead,entry,24,kEntrySubmit,kLong,288230376151711772,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.67462,14.67472,14.67472,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,803,320,0,0,0,10,764344,,,,,,,,,,,,,,,,,,,,,,,,,1780312011732915075,1780312011733679419,1780312011737402805,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711773,t-288230376151711773,30,144115188075855902,281193503313600304,LAB_USDT,15,10678518248216,kBinance,15,1780312011736000000,7511065877983573,1780312011737518798,1780312011737519285,kLead,entry,25,kEntrySubmit,kLong,288230376151711773,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.68891,14.68901,14.68901,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,784,278,0,0,0,10,658445,,,,,,,,,,,,,,,,,,,,,,,,,1780312011737520180,1780312011738178625,1780312011740631738,submitted_v1,
20260601_105424_lab_usdt_200usdt_private_1h,288230376151711774,t-288230376151711774,31,144115188075855903,281193503313609687,LAB_USDT,15,10678518652464,kBinance,15,1780312015667000000,7511069808925952,1780312015668461226,1780312015668461475,kLead,entry,26,kEntrySubmit,kLong,288230376151711774,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,14.76079,14.76089,14.76089,1e-05,10,10,0.1,0.1,0,0.1,0.1,0,0,0,100.0,,kNone,,,,,,0.00016,,,1,4,3362311,10.0.1.103,52772,10.0.1.154,80,4,4,,true,702,261,0,0,0,10,546234,,,,,,,,,,,,,,,,,,,,,,,,,1780312015668464983,1780312015669011217,1780312015672952716,submitted_v1,
