run_id,local_order_id,text_order_id,request_sequence,encoded_request_id,exchange_order_id,symbol,symbol_id,trigger_ticker_id,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,signal_role,order_role,position_id,position_event,position_direction,entry_local_order_id,action,side,reduce_only,time_in_force,status,finish_reason,reject_reason,raw_price,order_price,price_text,price_tick,slippage_ticks,order_offset_ticks,quantity,quantity_text,cumulative_filled_quantity,left_quantity,cancelled_quantity,fill_rate,average_fill_price,last_fill_price,contract_multiplier,filled_notional,fill_role,exec_slippage_price,exec_slippage_ticks,exec_slippage_bps,exec_slippage_quote,limit_improvement_ticks,fee_rate_config,fee_quote_estimated,fee_source,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,ack_rtt_ns,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,request_send_local_ns,ack_local_receive_ns,order_finished_local_ns,source_schema,warnings
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711745,t-288230376151711745,2,144115188075855874,281193503333301309,LAB_USDT,15,10680897320368,kBinance,15,1780330755527000000,7529809668472353,1780330755528007952,1780330755528008526,kLead,entry,1,kEntrySubmit,kShort,288230376151711745,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.35628,15.35478,15.35478,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,1532,1942,0,0,0,10,840882,1780330755528270000,1780330755528524000,254000,,,,,,,,,,,,,,,,,,,,,,,,,1780330755528019704,1780330755528860586,1780330755585547131,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711746,t-288230376151711746,3,144115188075855875,281193503333307712,LAB_USDT,15,10680898115610,kBinance,15,1780330761286000000,7529815427679586,1780330761287215002,1780330761287215526,kLead,entry,2,kEntrySubmit,kLong,288230376151711746,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.35456,15.35606,15.35606,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,1161,1365,0,0,0,10,529184,1780330761287451000,1780330761287546000,95000,,,,,,,,,,,,,,,,,,,,,,,,,1780330761287221583,1780330761287750767,1780330761296956269,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711747,t-288230376151711747,4,144115188075855876,281193503333307963,LAB_USDT,15,10680898119686,kBinance,15,1780330761303000000,7529815445072828,1780330761304608175,1780330761304608725,kLead,entry,3,kEntrySubmit,kShort,288230376151711747,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.37103,15.36953,15.36953,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,1085,1175,0,0,0,10,571868,1780330761304852000,1780330761304975000,123000,,,,,,,,,,,,,,,,,,,,,,,,,1780330761304610240,1780330761305182108,1780330761318194466,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711748,t-288230376151711748,5,144115188075855877,281193503333351337,LAB_USDT,15,10680904204006,kBinance,15,1780330814748000000,7529868889237291,1780330814748772604,1780330814748773101,kLead,entry,4,kEntrySubmit,kLong,288230376151711748,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.25905,15.26055,15.26055,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,786,741,0,0,0,10,2433377,1780330814749777000,1780330814749971000,194000,,,,,,,,,,,,,,,,,,,,,,,,,1780330814748782980,1780330814751216357,1780330814852679021,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711749,t-288230376151711749,6,144115188075855878,281193503333356680,LAB_USDT,15,10680904696049,kBinance,15,1780330819277000000,7529873418502998,1780330819278037775,1780330819278038442,kLead,entry,5,kEntrySubmit,kShort,288230376151711749,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.36506,15.36356,15.36356,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,713,536,0,0,0,10,606413,1780330819278260000,1780330819278415000,155000,,,,,,,,,,,,,,,,,,,,,,,,,1780330819278044857,1780330819278651270,1780330819284575567,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711750,t-288230376151711750,7,144115188075855879,281193503333356844,LAB_USDT,15,10680904697560,kBinance,15,1780330819283000000,7529873425127709,1780330819284663101,1780330819284663456,kLead,entry,6,kEntrySubmit,kShort,288230376151711750,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.36506,15.36356,15.36356,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,686,455,0,0,0,10,512144,1780330819284860000,1780330819284960000,100000,,,,,,,,,,,,,,,,,,,,,,,,,1780330819284664982,1780330819285177126,1780330819288292199,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711751,t-288230376151711751,8,144115188075855880,281193503333356876,LAB_USDT,15,10680904698358,kBinance,15,1780330819288000000,7529873430018172,1780330819289553545,1780330819289553941,kLead,entry,7,kEntrySubmit,kShort,288230376151711751,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.36506,15.36356,15.36356,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,661,393,0,0,0,10,511322,1780330819289737000,1780330819289838000,101000,,,,,,,,,,,,,,,,,,,,,,,,,1780330819289554911,1780330819290066233,1780330819291530485,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711752,t-288230376151711752,9,144115188075855881,281193503333356889,LAB_USDT,15,10680904698753,kBinance,15,1780330819290000000,7529873432076083,1780330819291611789,1780330819291612133,kLead,entry,8,kEntrySubmit,kShort,288230376151711752,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.36506,15.36356,15.36356,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,644,327,0,0,0,10,544917,1780330819291820000,1780330819291933000,113000,,,,,,,,,,,,,,,,,,,,,,,,,1780330819291613090,1780330819292158007,1780330819293744246,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711753,t-288230376151711753,10,144115188075855882,281193503333356924,LAB_USDT,15,10680904699173,kBinance,15,1780330819293000000,7529873435128642,1780330819294663965,1780330819294664275,kLead,entry,9,kEntrySubmit,kShort,288230376151711753,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.36506,15.36356,15.36356,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,672,301,0,0,0,10,909488,1780330819294887000,1780330819295267000,380000,,,,,,,,,,,,,,,,,,,,,,,,,1780330819294665219,1780330819295574707,1780330819296823259,submitted_v1,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,288230376151711754,t-288230376151711754,11,144115188075855883,281193503333391215,LAB_USDT,15,10680908135038,kBinance,15,1780330851092000000,7529905234091699,1780330851093627083,1780330851093627865,kLead,entry,10,kEntrySubmit,kLong,288230376151711754,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,15.1975,15.199,15.19900,1e-05,150,150,0.6,0.6,0,0.6,0.6,0,0,0,100.0,,kNone,,,,,,0.0002,,,1,4,3409063,10.0.1.103,54800,10.0.1.154,80,4,4,,true,522,174,0,0,0,10,626667,1780330851093846000,1780330851094015000,169000,,,,,,,,,,,,,,,,,,,,,,,,,1780330851093636350,1780330851094263017,1780330851097868295,submitted_v1,
