run_id,position_key,symbol,symbol_id,position_id,position_direction,status,entry_local_order_id,exit_local_order_id,entry_exchange_order_id,exit_exchange_order_id,entry_ns,exit_ns,holding_ns,entry_side,exit_side,entry_raw_price,exit_raw_price,entry_order_price,exit_order_price,entry_price,exit_price,entry_volume,exit_volume,matched_volume,remaining_entry_volume,contract_multiplier,entry_notional,exit_notional,gross_pnl,entry_fee_quote_estimated,exit_fee_quote_estimated,total_fee_quote_estimated,net_pnl,entry_ack_rtt_ns,exit_ack_rtt_ns,entry_fee_source,exit_fee_source,warnings
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:32:288230376151711777,LAB_USDT,15,32,kLong,closed,288230376151711776,288230376151711777,281193503334937102,281193503334940642,1780332806853632260,1780332808505851545,1652219285,kBuy,kSell,16.11166,16.16498,16.11316,16.16347,16.1000566,16.17676,0.6,0.6,0.6,0,100,966.003396,970.6056,4.602204,0.1932006792,0.19412112,0.3873217992,4.2148822008,730711,670091,config_estimated,config_estimated,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:57:288230376151711804,LAB_USDT,15,57,kLong,partial_closed,288230376151711802,288230376151711804,281193503336408981,281193503336410314,1780335010956076541,1780335016101587717,5145511176,kBuy,kSell,15.68684,15.69712,15.68834,15.69562,15.6838883,15.6972175,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.20000000000000003,100,627.3555319999999529483351,627.8886999999999529083475,0.5331679999999999600124,0.12547110639999999058966702,0.1255777399999999905816695,0.25104884639999998117133652,0.28211915359999997884106348,572345,627940,config_estimated,config_estimated,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:57:288230376151711807,LAB_USDT,15,57,kLong,partial_closed,288230376151711802,288230376151711807,281193503336408981,281193503336410855,1780335010956076541,1780335017498615934,6542539393,kBuy,kSell,15.68684,15.69241,15.68834,15.69091,15.6838883,15.69241,0.2,0.2,0.2,0.00000000000000003,100,313.677766,313.8482,0.170434,0.0627355532,0.06276964,0.1255051932,0.0449288068,572345,594708,config_estimated,config_estimated,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:57:open,LAB_USDT,15,57,kLong,open,288230376151711802,,281193503336408981,,1780335010956076541,,,kBuy,,15.68684,,15.68834,,15.6838883,,0.00000000000000003,,,0.00000000000000003,100,0.0000000000000470516649,,,0.00000000000000000941033298,,0.00000000000000000941033298,,572345,,config_estimated,,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:66:288230376151711819,LAB_USDT,15,66,kShort,closed,288230376151711816,288230376151711819,281193503336894974,281193503336906795,1780335733534867000,1780335735479138387,1944271387,kSell,kBuy,16.70513,16.45826,16.70363,16.45977,16.72114,16.42137,0.5,0.5,0.5,0,100,836.057,821.0685,14.9885,0.1672114,0.1642137,0.3314251,14.6570749,563785,575387,config_estimated,config_estimated,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:68:288230376151711826,LAB_USDT,15,68,kShort,closed,288230376151711821,288230376151711826,281193503336922505,281193503336964974,1780335741669174580,1780335765448823685,23779649105,kSell,kBuy,16.37044,15.994374,16.36894,15.99588,16.37044,15.9046,0.19999999999999996,0.2,0.19999999999999996,0,100,327.40879999999993451824,318.0919999999999363816,9.31679999999999813664,0.06548175999999998690364799999999998,0.0636184,0.129100159999999986903648,9.187699839999998149736352,535241,565087,config_estimated,config_estimated,exit_volume_exceeds_entry
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:86:288230376151711845,LAB_USDT,15,86,kLong,closed,288230376151711844,288230376151711845,281193503337883800,281193503337891062,1780336991258722101,1780336994648523635,3389801534,kBuy,kSell,16.10514,16.13803,16.10664,16.13653,16.10514,16.15651,0.09999999999999998,0.1,0.09999999999999998,0,100,161.05139999999996778972,161.56509999999996768698,0.51369999999999989726,0.032210279999999993557944,0.03231302,0.064523299999999993557944,0.449176699999999903702056,7247208,588757,config_estimated,config_estimated,exit_volume_exceeds_entry
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:88:288230376151711849,LAB_USDT,15,88,kShort,partial_closed,288230376151711847,288230376151711849,281193503338160502,281193503338185111,1780337416368241066,1780337441909213976,25540972910,kSell,kBuy,15.89163,15.9725,15.89013,15.974,15.89163,15.97339,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.20000000000000003,100,635.66519999999995232511,638.93559999999995207983,-3.27039999999999975472,0.127133039999999990465022,0.127787119999999990415966,0.254920159999999980880988,-3.525320159999999735600988,580677,550024,config_estimated,config_estimated,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:88:288230376151711850,LAB_USDT,15,88,kShort,partial_closed,288230376151711847,288230376151711850,281193503338160502,281193503338185282,1780337416368241066,1780337441969387435,25601146369,kSell,kBuy,15.89163,15.97479,15.89013,15.97629,15.89163,15.97479,0.2,0.2,0.2,0.00000000000000003,100,317.8326,319.4958,-1.6632,0.06356652,0.06389916,0.12746568,-1.79066568,580677,725357,config_estimated,config_estimated,
20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h,20260601_161653_lab_usdt_2000gross_1000notional_150ticks_private_8h:15:88:open,LAB_USDT,15,88,kShort,open,288230376151711847,,281193503338160502,,1780337416368241066,,,kSell,,15.89163,,15.89013,,15.89163,,0.00000000000000003,,,0.00000000000000003,100,0.00000000000004767489,,,0.000000000000000009534978,,0.000000000000000009534978,,580677,,config_estimated,,
