local_order_id,request_sequence,side,action,order_price,price_tick,signal_lag_id,ack_lag_id,accepted_lag_id,cancelled_lag_id,canonical_category,canonical_cancelled_marketable,canonical_after_ack_market_records,feed,signal_id,signal_found,signal_local_ns,signal_contra_price,signal_marketable,signal_margin_ticks,ack_id,ack_found,ack_local_ns,ack_contra_price,ack_marketable,ack_margin_ticks,accepted_id,accepted_found,accepted_local_ns,accepted_contra_price,accepted_marketable,accepted_margin_ticks,cancelled_id,cancelled_found,cancelled_local_ns,cancelled_contra_price,cancelled_marketable,cancelled_margin_ticks,signal_to_ack_valid,signal_to_ack_records,signal_to_ack_marketable_records,signal_to_ack_first_marketable_id,signal_to_ack_last_marketable_id,signal_to_ack_best_margin_ticks,after_ack_to_cancelled_valid,after_ack_to_cancelled_records,after_ack_to_cancelled_marketable_records,after_ack_to_cancelled_first_marketable_id,after_ack_to_cancelled_last_marketable_id,after_ack_to_cancelled_best_margin_ticks,accepted_to_cancelled_valid,accepted_to_cancelled_records,accepted_to_cancelled_marketable_records,accepted_to_cancelled_first_marketable_id,accepted_to_cancelled_last_marketable_id,accepted_to_cancelled_best_margin_ticks,after_accepted_to_cancelled_valid,after_accepted_to_cancelled_records,after_accepted_to_cancelled_marketable_records,after_accepted_to_cancelled_first_marketable_id,after_accepted_to_cancelled_last_marketable_id,after_accepted_to_cancelled_best_margin_ticks
288230376151712056,313,kBuy,kOpenLong,0.35488,1e-05,2252179554,2252179624,,2252179711,marketable_signal_to_ack_only,false,0,source2,2252179554,true,1781875015252891737,0.35484,true,3.99999999999,2252179624,true,1781875015271034531,0.355,false,-12,,false,,,false,,2252179711,true,1781875015274957541,0.35502,false,-14,true,2,1,2252179554,2252179554,3.99999999999,true,3,0,,,-13,false,0,0,,,,false,0,0,,,
288230376151712056,313,kBuy,kOpenLong,0.35488,1e-05,2252179554,2252179624,,2252179711,marketable_signal_to_ack_only,false,0,source3,2252179554,true,1781875015252876292,0.35484,true,3.99999999999,2252179624,true,1781875015271036690,0.355,false,-12,,false,,,false,,2252179711,true,1781875015274922077,0.35502,false,-14,true,2,1,2252179554,2252179554,3.99999999999,true,3,0,,,-13,false,0,0,,,,false,0,0,,,
288230376151712057,314,kBuy,kOpenLong,0.35526,1e-05,2252182910,2252182913,2252182971,2252182971,marketable_at_ack_stage_only,false,0,canonical,2252182910,true,1781875018732066193,0.35522,true,4,2252182913,true,1781875018733242046,0.35522,true,4,2252182971,true,1781875018735935522,0.35603,false,-77,2252182971,true,1781875018735935522,0.35603,false,-77,true,2,2,2252182910,2252182913,4,true,2,0,,,-45,true,1,0,,,-77,true,0,0,,,
288230376151712057,314,kBuy,kOpenLong,0.35526,1e-05,2252182910,2252182913,2252182971,2252182971,marketable_at_ack_stage_only,false,0,source0,2252182910,true,1781875018732090466,0.35522,true,4,2252182913,true,1781875018733258706,0.35522,true,4,2252182971,true,1781875018735934946,0.35603,false,-77,2252182971,true,1781875018735934946,0.35603,false,-77,true,2,2,2252182910,2252182913,4,true,2,0,,,-45,true,1,0,,,-77,true,0,0,,,
288230376151712057,314,kBuy,kOpenLong,0.35526,1e-05,2252182910,2252182913,2252182971,2252182971,marketable_at_ack_stage_only,false,0,source1,2252182910,true,1781875018732138794,0.35522,true,4,2252182913,true,1781875018733302234,0.35522,true,4,2252182971,true,1781875018735974229,0.35603,false,-77,2252182971,true,1781875018735974229,0.35603,false,-77,true,2,2,2252182910,2252182913,4,true,2,0,,,-45,true,1,0,,,-77,true,0,0,,,
288230376151712057,314,kBuy,kOpenLong,0.35526,1e-05,2252182910,2252182913,2252182971,2252182971,marketable_at_ack_stage_only,false,0,source2,2252182910,true,1781875018732065721,0.35522,true,4,2252182913,true,1781875018733241639,0.35522,true,4,2252182971,true,1781875018735951998,0.35603,false,-77,2252182971,true,1781875018735951998,0.35603,false,-77,true,2,2,2252182910,2252182913,4,true,2,0,,,-45,true,1,0,,,-77,true,0,0,,,
288230376151712057,314,kBuy,kOpenLong,0.35526,1e-05,2252182910,2252182913,2252182971,2252182971,marketable_at_ack_stage_only,false,0,source3,2252182910,false,,,false,,2252182913,false,,,false,,2252182971,false,,,false,,2252182971,false,,,false,,true,0,0,,,,true,0,0,,,,true,0,0,,,,true,0,0,,,
288230376151712060,317,kBuy,kOpenLong,0.35231,1e-05,2252201683,2252201726,2252201726,2252201787,marketable_signal_to_ack_only,false,0,canonical,2252201683,true,1781875047310660549,0.35227,true,4,2252201726,true,1781875047324075464,0.35257,false,-26,2252201726,true,1781875047324075464,0.35257,false,-26,2252201787,true,1781875047325482639,0.35262,false,-31,true,2,1,2252201683,2252201683,4,true,1,0,,,-31,true,2,0,,,-26,true,1,0,,,-31
288230376151712060,317,kBuy,kOpenLong,0.35231,1e-05,2252201683,2252201726,2252201726,2252201787,marketable_signal_to_ack_only,false,0,source0,2252201683,true,1781875047310678779,0.35227,true,4,2252201726,true,1781875047324126331,0.35257,false,-26,2252201726,true,1781875047324126331,0.35257,false,-26,2252201787,true,1781875047325496613,0.35262,false,-31,true,2,1,2252201683,2252201683,4,true,1,0,,,-31,true,2,0,,,-26,true,1,0,,,-31
288230376151712060,317,kBuy,kOpenLong,0.35231,1e-05,2252201683,2252201726,2252201726,2252201787,marketable_signal_to_ack_only,false,0,source1,2252201683,true,1781875047310689458,0.35227,true,4,2252201726,true,1781875047324075731,0.35257,false,-26,2252201726,true,1781875047324075731,0.35257,false,-26,2252201787,true,1781875047325516144,0.35262,false,-31,true,2,1,2252201683,2252201683,4,true,1,0,,,-31,true,2,0,,,-26,true,1,0,,,-31
288230376151712060,317,kBuy,kOpenLong,0.35231,1e-05,2252201683,2252201726,2252201726,2252201787,marketable_signal_to_ack_only,false,0,source2,2252201683,true,1781875047310660046,0.35227,true,4,2252201726,true,1781875047324074881,0.35257,false,-26,2252201726,true,1781875047324074881,0.35257,false,-26,2252201787,true,1781875047325482060,0.35262,false,-31,true,2,1,2252201683,2252201683,4,true,1,0,,,-31,true,2,0,,,-26,true,1,0,,,-31
288230376151712060,317,kBuy,kOpenLong,0.35231,1e-05,2252201683,2252201726,2252201726,2252201787,marketable_signal_to_ack_only,false,0,source3,2252201683,true,1781875047310705429,0.35227,true,4,2252201726,true,1781875047324158114,0.35257,false,-26,2252201726,true,1781875047324158114,0.35257,false,-26,2252201787,true,1781875047325587358,0.35262,false,-31,true,2,1,2252201683,2252201683,4,true,1,0,,,-31,true,2,0,,,-26,true,1,0,,,-31
288230376151712062,319,kSell,kOpenShort,0.35518,1e-05,2252260107,2252260107,2252260168,2252260250,marketable_at_ack_stage_only,false,0,canonical,2252260107,true,1781875113835637172,0.35522,true,4,2252260107,true,1781875113835637172,0.35522,true,4,2252260168,true,1781875113836670934,0.35415,false,-103,2252260250,true,1781875113837639772,0.35375,false,-143,true,1,1,2252260107,2252260107,4,true,2,0,,,-103,true,2,0,,,-103,true,1,0,,,-143
