local_order_id,request_sequence,side,action,order_price,quantity,price_tick,has_accepted_lag_id,signal_lag_id,ack_lag_id,accepted_lag_id,cancelled_lag_id,request_send_local_ns,ack_local_receive_ns,order_finished_local_ns,ack_rtt_ns,send_to_finish_us,ack_to_finish_us,send_to_finish_start_state_found,send_to_finish_start_state_id,send_to_finish_start_state_local_ns,send_to_finish_start_state_age_ns,send_to_finish_start_state_any,send_to_finish_start_state_full,send_to_finish_start_state_contra_price,send_to_finish_start_state_contra_volume,send_to_finish_records,send_to_finish_any_records,send_to_finish_full_records,send_to_finish_first_any_id,send_to_finish_first_any_local_ns,send_to_finish_first_full_id,send_to_finish_first_full_local_ns,send_to_finish_best_contra_price,send_to_finish_best_margin_ticks,send_to_finish_max_marketable_volume,send_to_finish_stateful_any,send_to_finish_stateful_full,send_to_finish_stateful_first_any_source,send_to_finish_stateful_first_full_source,after_ack_to_cancel_records,after_ack_to_cancel_any_records,after_ack_to_cancel_full_records,after_ack_to_cancel_first_any_id,after_ack_to_cancel_first_any_local_ns,after_ack_to_cancel_first_full_id,after_ack_to_cancel_first_full_local_ns,after_ack_to_cancel_best_contra_price,after_ack_to_cancel_best_margin_ticks,after_ack_to_cancel_max_marketable_volume,cancel_point_found,cancel_point_id,cancel_point_local_ns,cancel_point_contra_price,cancel_point_contra_volume,cancel_point_any,cancel_point_full,cancel_point_margin_ticks
288230376151712251,508,kSell,kOpenShort,0.35791,27,1e-05,true,2253678543,2253678562,2253678562,2253678574,1781880145958988210,1781880145959728123,1781880145960930477,739913,1942.267,1202.354,true,2253678543,1781880145958111590,876620,true,true,0.35795,152,2,1,1,2253678562,1781880145959088900,2253678562,1781880145959088900,0.35795,4,111,true,true,start_state,start_state,1,0,0,,,,,0.35785,-5.99999999999,,true,2253678574,1781880145960675227,0.35785,152,false,false,-5.99999999999
288230376151712261,518,kSell,kOpenShort,0.3617,27,1e-05,true,2253787854,2253787948,2253787970,2253787970,1781880848159014514,1781880848163933960,1781880848165326220,4919446,6311.706,1392.26,true,2253787854,1781880848157338382,1676132,true,false,0.36174,4,5,1,1,2253787868,1781880848159318296,2253787868,1781880848159318296,0.36174,4,48,true,true,start_state,update,1,0,0,,,,,0.36116,-54,,true,2253787970,1781880848164771314,0.36116,24,false,false,-54
288230376151712263,520,kSell,kOpenShort,0.36034,27,1e-05,true,2253798807,2253798832,2253798868,2253798868,1781880923412528493,1781880923413180500,1781880923414675510,652007,2147.017,1495.01,true,2253798807,1781880923408969312,3559181,true,false,0.36038,8,2,0,0,,,,,0.3601,-24,,true,false,start_state,,1,0,0,,,,,0.35963,-71,,true,2253798868,1781880923414222069,0.35963,8,false,false,-71
288230376151712264,521,kBuy,kOpenLong,0.36116,27,1e-05,true,2253801423,2253801423,2253801480,2253801576,1781880925954046046,1781880925954663673,1781880925958621322,617627,4575.276,3957.649,true,2253801423,1781880925953996392,49654,true,false,0.36112,20,4,0,0,,,,,0.36137,-21,,true,false,start_state,,4,0,0,,,,,0.36137,-21,,true,2253801576,1781880925958430190,0.36137,22,false,false,-21
288230376151712265,522,kSell,kOpenShort,0.36149,27,1e-05,true,2253801911,2253801928,2253801953,2253801953,1781880926147461175,1781880926148091820,1781880926149288299,630645,1827.124,1196.479,true,2253801911,1781880926146642141,819034,true,false,0.36153,7,2,0,0,,,,,0.36118,-31,,true,false,start_state,,1,0,0,,,,,0.36112,-37,,true,2253801953,1781880926148749040,0.36112,8,false,false,-37
288230376151712271,528,kSell,kOpenShort,0.35566,28,1e-05,true,2253912445,2253912489,2253912549,2253912623,1781881563849609777,1781881563850364621,1781881563852613139,754844,3003.362,2248.518,true,2253912445,1781881563849041756,568021,true,false,0.3557,19,3,0,0,,,,,0.3555,-16,,true,false,start_state,,2,0,0,,,,,0.355,-66,,true,2253912623,1781881563852184970,0.355,8,false,false,-66
288230376151712276,533,kSell,kOpenShort,0.35734,27,1e-05,true,2253992606,2253992647,2253992708,2253992947,1781882056782488886,1781882056783096096,1781882056789503353,607210,7014.467,6407.257,true,2253992606,1781882056781916697,572189,true,false,0.35738,4,6,0,0,,,,,0.35674,-60,,true,false,start_state,,5,0,0,,,,,0.35674,-60,,true,2253992947,1781882056788587447,0.35674,20,false,false,-60
288230376151712283,540,kBuy,kOpenLong,0.36156,27,1e-05,true,2254041541,2254041541,2254041629,2254041865,1781882280472165325,1781882280472762391,1781882280476784375,597066,4619.05,4021.984,true,2254041541,1781882280472040030,125295,true,true,0.36152,65,3,0,0,,,,,0.36188,-32,,true,true,start_state,start_state,3,0,0,,,,,0.36188,-32,,true,2254041865,1781882280476190000,0.36188,5,false,false,-32
288230376151712284,541,kSell,kOpenShort,0.36179,27,1e-05,true,2254041865,2254041932,2254041956,2254041956,1781882280476984225,1781882280477523978,1781882280479011648,539753,2027.423,1487.67,true,2254041865,1781882280476190000,794225,true,false,0.36183,10,2,0,0,,,,,0.36153,-26,,true,false,start_state,,1,0,0,,,,,0.36132,-47,,true,2254041956,1781882280478230406,0.36132,20,false,false,-47
288230376151712292,549,kBuy,kOpenLong,0.36038,27,1e-05,false,2254109235,2254109304,,2254109644,1781882715554797983,1781882715555470788,1781882715567793753,672805,12995.77,12322.965,true,2254109235,1781882715541245891,13552092,true,false,0.36034,21,7,0,0,,,,,0.36063,-25,,true,false,start_state,,6,0,0,,,,,0.36069,-31,,true,2254109644,1781882715567199549,0.36069,30,false,false,-31
288230376151712322,579,kBuy,kOpenLong,0.35849,27,1e-05,true,2254371705,2254371705,2254371741,2254371741,1781884919794988118,1781884919795612800,1781884919797060001,624682,2071.883,1447.201,true,2254371705,1781884919794739558,248560,true,false,0.35845,18,2,1,0,2254371728,1781884919795810779,,,0.35849,-5.55111512313e-12,4,true,false,start_state,,2,1,0,2254371728,1781884919795810779,,,0.35849,-5.55111512313e-12,4,true,2254371741,1781884919796849462,0.35858,6,false,false,-9
288230376151712323,580,kBuy,kOpenLong,0.3565,28,1e-05,true,2254377736,2254377779,2254377813,2254377813,1781884922473002930,1781884922473576348,1781884922475035590,573418,2032.66,1459.242,true,2254377736,1781884922471888455,1114475,true,true,0.35646,79,2,0,0,,,,,0.35659,-9,,true,true,start_state,start_state,1,0,0,,,,,0.35672,-22,,true,2254377813,1781884922474050234,0.35672,8,false,false,-22
288230376151712342,599,kSell,kOpenShort,0.36512,27,1e-05,true,2254572927,2254572927,2254572945,2254572984,1781885707356808162,1781885707357594628,1781885707360701961,786466,3893.799,3107.333,true,2254572927,1781885707356509099,299063,true,false,0.36516,20,2,0,0,,,,,0.3651,-2,,true,false,start_state,,2,0,0,,,,,0.3651,-2,,true,2254572984,1781885707360044570,0.365,34,false,false,-12
288230376151712344,601,kSell,kOpenShort,0.35984,27,1e-05,true,2254595742,2254595769,2254595782,2254595782,1781885810154564586,1781885810155202259,1781885810156216670,637673,1652.084,1014.411,true,2254595742,1781885810153915484,649102,true,false,0.35988,10,2,0,0,,,,,0.35972,-12,,true,false,start_state,,1,0,0,,,,,0.35959,-25,,true,2254595782,1781885810156025833,0.35959,7,false,false,-25
288230376151712345,602,kBuy,kOpenLong,0.35969,27,1e-05,true,2254595782,2254595807,2254595849,2254595849,1781885810156603153,1781885810157216058,1781885810158594248,612905,1991.095,1378.19,true,2254595782,1781885810156025833,577320,true,true,0.35965,56,2,0,0,,,,,0.3599,-21,,true,true,start_state,start_state,1,0,0,,,,,0.3599,-21,,true,2254595849,1781885810158120397,0.3599,8,false,false,-21
288230376151712351,608,kSell,kOpenShort,0.36033,27,1e-05,false,2254646341,2254646444,,2254646586,1781886151686492897,1781886151687258418,1781886151691901553,765521,5408.656,4643.135,true,2254646341,1781886151685641363,851534,true,false,0.36037,8,4,0,0,,,,,0.35967,-66,,true,false,start_state,,2,0,0,,,,,0.35963,-70,,true,2254646586,1781886151690847814,0.35963,9,false,false,-70
288230376151712353,610,kBuy,kOpenLong,0.36044,27,1e-05,true,2254659944,2254659965,2254660013,2254660013,1781886220325513927,1781886220326131319,1781886220327733853,617392,2219.926,1602.534,true,2254659944,1781886220324546123,967804,true,false,0.3604,13,2,0,0,,,,,0.36067,-23,,true,false,start_state,,1,0,0,,,,,0.36095,-51,,true,2254660013,1781886220326588844,0.36095,8,false,false,-51
288230376151712357,614,kSell,kOpenShort,0.36044,27,1e-05,true,2254672400,2254672400,2254672849,2254672849,1781886316107530092,1781886316108169987,1781886316113875378,639895,6345.286,5705.391,true,2254672400,1781886316107281614,248478,true,false,0.36048,8,6,0,0,,,,,0.35975,-69,,true,false,start_state,,6,0,0,,,,,0.35975,-69,,true,2254672849,1781886316113512449,0.35957,9,false,false,-87
288230376151712358,615,kSell,kOpenShort,0.35938,27,1e-05,true,2254678429,2254678429,2254678507,2254678507,1781886324604040786,1781886324604682460,1781886324606657878,641674,2617.092,1975.418,true,2254678429,1781886324603069337,971449,true,false,0.35942,8,2,0,0,,,,,0.35917,-21,,true,false,start_state,,2,0,0,,,,,0.35917,-21,,true,2254678507,1781886324605918953,0.35893,8,false,false,-45
288230376151712359,616,kSell,kOpenShort,0.35513,28,1e-05,true,2254728625,2254728735,2254728855,2254728983,1781886424694563941,1781886424695159044,1781886424697944861,595103,3380.92,2785.817,true,2254728625,1781886424694087573,476368,true,true,0.35517,225,3,0,0,,,,,0.35417,-96,,true,true,start_state,start_state,2,0,0,,,,,0.35209,-304,,true,2254728983,1781886424697256231,0.35209,1,false,false,-304
288230376151712360,617,kSell,kOpenShort,0.353,28,1e-05,false,2254751243,2254751243,,2254751326,1781886477378166311,1781886477378768653,1781886477393496059,602342,15329.748,14727.406,true,2254751243,1781886477372581067,5585244,true,true,0.35304,52,4,2,2,2254751247,1781886477383660245,2254751247,1781886477383660245,0.35304,4,52,true,true,start_state,start_state,4,2,2,2254751247,1781886477383660245,2254751247,1781886477383660245,0.35304,4,52,true,2254751326,1781886477386908060,0.35242,8,false,false,-58
288230376151712361,618,kSell,kOpenShort,0.35202,28,1e-05,true,2254759865,2254759865,2254759949,2254759949,1781886495410100033,1781886495410774150,1781886495412184872,674117,2084.839,1410.722,true,2254759865,1781886495409116021,984012,true,true,0.35206,97,2,0,0,,,,,0.35171,-31,,true,true,start_state,start_state,2,0,0,,,,,0.35171,-31,,true,2254759949,1781886495411300493,0.35122,84,false,false,-80
288230376151712415,672,kSell,kOpenShort,0.34965,28,1e-05,true,2255042766,2255042766,2255043067,2255043072,1781889021742022590,1781889021742679449,1781889021746460711,656859,4438.121,3781.262,true,2255042766,1781889021741855739,166851,true,false,0.34969,8,3,0,0,,,,,0.34929,-36,,true,false,start_state,,3,0,0,,,,,0.34929,-36,,true,2255043072,1781889021746142395,0.3474,84,false,false,-225
288230376151712425,682,kBuy,kOpenLong,0.34792,28,1e-05,true,2255094785,2255094837,2255094866,2255094866,1781889725707133129,1781889725707917555,1781889725709417164,784426,2284.035,1499.609,true,2255094785,1781889725706887815,245314,true,false,0.34788,21,2,0,0,,,,,0.34815,-23,,true,false,start_state,,1,0,0,,,,,0.34815,-23,,true,2255094866,1781889725708869046,0.34815,124,false,false,-23
288230376151712449,706,kBuy,kOpenLong,0.34807,28,1e-05,true,2255270280,2255270394,2255270422,2255270422,1781891631934026104,1781891631934658723,1781891631936356633,632619,2330.529,1697.91,true,2255270280,1781891631933521644,504460,true,false,0.34803,26,2,0,0,,,,,0.34852,-45,,true,false,start_state,,1,0,0,,,,,0.34869,-62,,true,2255270422,1781891631935615484,0.34869,8,false,false,-62
288230376151712483,740,kSell,kOpenShort,0.34879,28,1e-05,false,2255688790,2255689507,,2255689770,1781896051304014720,1781896051311236063,1781896051323306203,7221343,19291.483,12070.14,true,2255688790,1781896051303869825,144895,true,false,0.34883,8,17,0,0,,,,,0.34861,-18,,true,false,start_state,,11,0,0,,,,,0.34839,-40,,true,2255689770,1781896051323293426,0.3481,8,false,false,-69
288230376151712571,828,kBuy,kOpenLong,0.34703,28,1e-05,true,2256273377,2256273377,2256273525,2256273525,1781902319039091800,1781902319039634610,1781902319048355999,542810,9264.199,8721.389,true,2256273377,1781902319038820483,271317,true,false,0.34699,4,2,1,0,2256273470,1781902319040929010,,,0.347,3,24,true,false,start_state,,2,1,0,2256273470,1781902319040929010,,,0.347,3,24,true,2256273525,1781902319047577629,0.34732,8,false,false,-29
288230376151712598,855,kBuy,kOpenLong,0.3463,28,1e-05,false,2256598516,2256598516,,2256600032,1781907905746341061,1781907905747241187,1781907905764981967,900126,18640.906,17740.78,true,2256598516,1781907905746309271,31790,true,true,0.34626,141,14,0,0,,,,,0.34642,-12,,true,true,start_state,start_state,14,0,0,,,,,0.34642,-12,,true,2256600032,1781907905764109144,0.35026,136,false,false,-396
288230376151712599,856,kBuy,kOpenLong,0.35471,28,1e-05,false,2256609931,2256610054,,2256610156,1781907920706913127,1781907920707601539,1781907920709262329,688412,2349.202,1660.79,true,2256609931,1781907920705461018,1452109,true,false,0.35467,8,2,0,0,,,,,0.35525,-54,,true,false,start_state,,1,0,0,,,,,0.35525,-54,,true,2256610156,1781907920708409024,0.35525,49,false,false,-54
288230376151712601,858,kBuy,kOpenLong,0.35599,28,1e-05,true,2256628541,2256628639,2256629144,2256629144,1781907950044101352,1781907950044890235,1781907950050879316,788883,6777.964,5989.081,true,2256628541,1781907950032678466,11422886,true,false,0.35595,16,5,0,0,,,,,0.35622,-23,,true,false,start_state,,4,0,0,,,,,0.35664,-65,,true,2256629144,1781907950049886936,0.35897,109,false,false,-298
288230376151712603,860,kBuy,kOpenLong,0.35782,27,1e-05,false,2256655243,2256656132,,2256656578,1781908062079349148,1781908062097542225,1781908062104526979,18193077,25177.831,6984.754,true,2256655243,1781908062078038847,1310301,true,false,0.35778,14,23,0,0,,,,,0.35821,-39,,true,false,start_state,,6,0,0,,,,,0.36077,-295,,true,2256656578,1781908062103596053,0.36086,23,false,false,-304
288230376151712604,861,kBuy,kOpenLong,0.35921,27,1e-05,true,2256660924,2256660967,2256661113,2256661113,1781908072130146025,1781908072130844383,1781908072132687271,698358,2541.246,1842.888,true,2256660924,1781908072127908957,2237068,true,false,0.35917,15,3,0,0,,,,,0.35937,-16,,true,false,start_state,,2,0,0,,,,,0.36013,-92,,true,2256661113,1781908072132442744,0.36023,8,false,false,-102
288230376151712605,862,kBuy,kOpenLong,0.35966,27,1e-05,true,2256662510,2256662519,2256662526,2256662616,1781908073159512791,1781908073160243059,1781908073162438394,730268,2925.603,2195.335,true,2256662510,1781908073150858187,8654604,true,false,0.35962,23,3,2,0,2256662519,1781908073159800551,,,0.35962,3.99999999999,8,true,false,start_state,,2,1,0,2256662526,1781908073160876984,,,0.35962,3.99999999999,8,true,2256662616,1781908073161967109,0.36005,8,false,false,-39
288230376151712608,865,kBuy,kOpenLong,0.35657,28,1e-05,true,2256702541,2256702541,2256702756,2256702756,1781908395253381670,1781908395254093468,1781908395257224657,711798,3842.987,3131.189,true,2256702541,1781908395253160207,221463,true,false,0.35653,8,2,0,0,,,,,0.3572,-63,,true,false,start_state,,2,0,0,,,,,0.3572,-63,,true,2256702756,1781908395255492517,0.35745,8,false,false,-88
288230376151712609,866,kSell,kOpenShort,0.3577,27,1e-05,true,2256703517,2256703517,2256703572,2256703572,1781908395340069802,1781908395340698801,1781908395341705826,628999,1636.024,1007.025,true,2256703517,1781908395326191408,13878394,true,false,0.35774,8,1,0,0,,,,,0.35753,-17,,true,false,start_state,,1,0,0,,,,,0.35753,-17,,true,2256703572,1781908395340923249,0.35753,84,false,false,-17
288230376151712610,867,kBuy,kOpenLong,0.357,28,1e-05,false,2256728832,2256729040,,2256729123,1781908767873074110,1781908767880242949,1781908767883598791,7168839,10524.681,3355.842,true,2256728832,1781908767872729462,344648,true,false,0.35696,8,7,0,0,,,,,0.35732,-32,,true,false,start_state,,3,0,0,,,,,0.35737,-37,,true,2256729123,1781908767883578876,0.35737,18,false,false,-37
288230376151712612,869,kBuy,kOpenLong,0.35705,28,1e-05,true,2256749497,2256749605,2256749670,2256749728,1781908904074986221,1781908904075670987,1781908904077475482,684766,2489.261,1804.495,true,2256749497,1781908904074170997,815224,true,false,0.35701,8,3,0,0,,,,,0.35767,-62,,true,false,start_state,,2,0,0,,,,,0.35785,-80,,true,2256749728,1781908904077190928,0.35785,8,false,false,-80
288230376151712613,870,kBuy,kOpenLong,0.35559,28,1e-05,true,2256763848,2256763848,2256764145,2256764203,1781909091330104157,1781909091330901985,1781909091335485920,797828,5381.763,4583.935,true,2256763848,1781909091329736194,367963,true,false,0.35555,8,5,0,0,,,,,0.35563,-4,,true,false,start_state,,5,0,0,,,,,0.35563,-4,,true,2256764203,1781909091335090815,0.35684,8,false,false,-125
288230376151712624,881,kBuy,kOpenLong,0.35555,28,1e-05,false,2256934444,2256934596,,2256934790,1781910536079465538,1781910536080252851,1781910536083128919,787313,3663.381,2876.068,true,2256934444,1781910536078998107,467431,true,false,0.35551,8,4,0,0,,,,,0.35607,-52,,true,false,start_state,,3,0,0,,,,,0.35611,-56,,true,2256934790,1781910536083067289,0.35674,8,false,false,-119
288230376151712625,882,kSell,kOpenShort,0.35595,28,1e-05,true,2256938238,2256938238,2256938282,2256938383,1781910588335494599,1781910588336208843,1781910588338717966,714244,3223.367,2509.123,true,2256938238,1781910588334735657,758942,true,false,0.35599,27,2,1,0,2256938282,1781910588336957265,,,0.35597,2,13,true,false,start_state,,2,1,0,2256938282,1781910588336957265,,,0.35597,2,13,true,2256938383,1781910588337915932,0.35558,8,false,false,-37
288230376151712635,892,kBuy,kOpenLong,0.35543,28,1e-05,false,2257127861,2257127861,,2257128402,1781912766111451250,1781912766112066114,1781912766129482745,614864,18031.495,17416.631,true,2257127861,1781912766111158877,292373,true,true,0.35539,65,11,0,0,,,,,0.35602,-59,,true,true,start_state,start_state,11,0,0,,,,,0.35602,-59,,true,2257128402,1781912766127529392,0.35605,5,false,false,-62
288230376151712670,927,kBuy,kOpenLong,0.35658,28,1e-05,true,2257259822,2257259972,2257260111,2257260111,1781914461580622757,1781914461581198589,1781914461584791176,575832,4168.419,3592.587,true,2257259822,1781914461579901333,721424,true,false,0.35654,8,2,0,0,,,,,0.3567,-12,,true,false,start_state,,1,0,0,,,,,0.35698,-40,,true,2257260111,1781914461582931265,0.35698,8,false,false,-40
288230376151712685,942,kSell,kOpenShort,0.35793,27,1e-05,false,2257373531,2257373566,,2257373856,1781915521517190334,1781915521517885762,1781915521522200575,695428,5010.241,4314.813,true,2257373531,1781915521516244379,945955,true,false,0.35797,8,5,0,0,,,,,0.35783,-10,,true,false,start_state,,4,0,0,,,,,0.35744,-49,,true,2257373856,1781915521521510833,0.35726,16,false,false,-67
288230376151712690,947,kSell,kOpenShort,0.35696,28,1e-05,true,2257416622,2257416647,2257416794,2257416794,1781915844235001199,1781915844235905799,1781915844237254989,904600,2253.79,1349.19,true,2257416622,1781915844233929700,1071499,true,true,0.357,198,3,1,1,2257416647,1781915844235097204,2257416647,1781915844235097204,0.357,4,50,true,true,start_state,start_state,2,0,0,,,,,0.35671,-25,,true,2257416794,1781915844236956959,0.3565,8,false,false,-46
288230376151712692,949,kSell,kOpenShort,0.35553,28,1e-05,true,2257434421,2257434610,2257434659,2257434659,1781916038345077087,1781916038349579000,1781916038350506621,4501913,5429.534,927.621,true,2257434421,1781916038343292996,1784091,true,false,0.35557,10,5,1,0,2257434444,1781916038346519804,,,0.35556,3,15,true,false,start_state,,1,0,0,,,,,0.35498,-55,,true,2257434659,1781916038350233300,0.35498,15,false,false,-55
288230376151712693,950,kSell,kOpenShort,0.35518,28,1e-05,true,2257435734,2257435734,2257435909,2257435952,1781916049714060254,1781916049714639354,1781916049718661042,579100,4600.788,4021.688,true,2257435734,1781916049714046819,13435,true,false,0.35522,17,3,0,0,,,,,0.35442,-76,,true,false,start_state,,3,0,0,,,,,0.35442,-76,,true,2257435952,1781916049717791222,0.35427,8,false,false,-91
288230376151712694,951,kSell,kOpenShort,0.35386,28,1e-05,false,2257444198,2257444272,,2257444322,1781916102357996590,1781916102358670082,1781916102361086273,673492,3089.683,2416.191,true,2257444198,1781916102357704312,292278,true,false,0.3539,3,2,0,0,,,,,0.35346,-40,,true,false,start_state,,1,0,0,,,,,0.35311,-75,,true,2257444322,1781916102361052010,0.35311,8,false,false,-75
288230376151712718,975,kSell,kOpenShort,0.35313,28,1e-05,false,2257675602,2257675649,,2257675771,1781917927174013067,1781917927174645901,1781917927179712647,632834,5699.58,5066.746,true,2257675602,1781917927173047217,965850,true,false,0.35317,11,6,0,0,,,,,0.35294,-19,,true,false,start_state,,5,0,0,,,,,0.35294,-19,,true,2257675771,1781917927179591280,0.35294,10,false,false,-19
288230376151712719,976,kSell,kOpenShort,0.35244,28,1e-05,false,2257682207,2257682207,,2257682558,1781917987114759922,1781917987115344246,1781917987119875083,584324,5115.161,4530.837,true,2257682207,1781917987109419948,5339974,true,false,0.35248,12,5,0,0,,,,,0.35218,-26,,true,false,start_state,,5,0,0,,,,,0.35218,-26,,true,2257682558,1781917987119434199,0.35167,8,false,false,-77
288230376151712723,980,kSell,kOpenShort,0.35282,28,1e-05,true,2257718444,2257718453,2257718481,2257718481,1781918409764110533,1781918409764745523,1781918409765658858,634990,1548.325,913.335,true,2257718444,1781918409763386305,724228,true,false,0.35286,14,2,0,0,,,,,0.35246,-36,,true,false,start_state,,1,0,0,,,,,0.35246,-36,,true,2257718481,1781918409765477274,0.35246,16,false,false,-36
288230376151712725,982,kSell,kOpenShort,0.35378,28,1e-05,true,2257721894,2257721906,2257721946,2257721946,1781918419184572555,1781918419185238656,1781918419187343005,666101,2770.45,2104.349,true,2257721894,1781918419181761071,2811484,true,true,0.35382,134,3,2,2,2257721906,1781918419184998809,2257721906,1781918419184998809,0.35382,4,99,true,true,start_state,start_state,2,1,1,2257721913,1781918419185965616,2257721913,1781918419185965616,0.35382,4,65,true,2257721946,1781918419186978839,0.35336,8,false,false,-42
