exchange,symbol,exchange_symbol,tick_size,vol_30m_bps,vol_60m_bps,quote_volume_30m,quote_volume_60m,volume_30m,volume_60m,valid_30m,valid_60m,close_count,latest_closed_open_time_ms,reference_price
gate,BAS_USDT,BAS_USDT,0.000001,76.433040,92.747136,4852.387900,5977.365500,2059.000000,2535.000000,true,true,120,1780455240000,0.023603
gate,BAT_USDT,BAT_USDT,0.00001,59.540587,84.575770,478.079800,637.224500,462.000000,615.000000,true,true,120,1780455240000,0.103240
gate,BB_USDT,BB_USDT,0.00001,65.387601,77.560477,473.885700,1908.320000,1860.000000,7467.000000,true,true,120,1780455240000,0.025520
gate,BCH_USDT,BCH_USDT,0.01,69.147786,95.506316,259713.429100,535150.880900,99574.000000,204762.000000,true,true,120,1780455240000,261.690000
gate,BEAMX_USDT,BEAMX_USDT,0.000001,0.000000,38.158797,0.000000,1.437200,0.000000,9.000000,true,true,120,1780455240000,0.001596
gate,BEAT_USDT,BEAT_USDT,0.0001,115.818313,154.047583,20357.513000,40232.902000,1827.000000,3617.000000,true,true,120,1780455240000,1.112500
gate,BEL_USDT,BEL_USDT,0.00001,0.000000,25.754169,0.000000,2232.268550,0.000000,23096.000000,true,true,120,1780455240000,0.096270
gate,BERA_USDT,BERA_USDT,0.0001,60.864222,89.842226,2727.228900,3703.367900,9053.000000,12298.000000,true,true,120,1780455240000,0.300800
gate,BICO_USDT,BICO_USDT,0.00001,35.086917,74.403461,79.739849,330.620093,35542.000000,146619.000000,true,true,120,1780455240000,0.022420
gate,BIGTIME_USDT,BIGTIME_USDT,0.00001,38.387763,47.015223,44.720000,304.585000,43.000000,292.000000,true,true,120,1780455240000,0.010400
gate,BILL_USDT,BILL_USDT,0.00001,164.346873,230.939170,7361.714000,28021.302000,877.000000,3361.000000,true,true,120,1780455240000,0.084070
gate,BIO_USDT,BIO_USDT,0.00001,118.942821,196.599058,33215.690290,57426.742250,1039734.000000,1789328.000000,true,true,120,1780455240000,0.031920
gate,BIRB_USDT,BIRB_USDT,0.00001,104.417817,113.347486,485.370000,626.868300,553.000000,713.000000,true,true,120,1780455240000,0.088240
gate,BLESS_USDT,BLESS_USDT,0.000001,74.960027,154.980370,5714.808700,12311.098400,11353.000000,24483.000000,true,true,120,1780455240000,0.005032
gate,BLUAI_USDT,BLUAI_USDT,0.000001,165.799816,251.808484,4196.526400,10662.289600,3132.000000,7849.000000,true,true,120,1780455240000,0.013311
gate,BLUR_USDT,BLUR_USDT,0.00001,39.895478,68.394225,1723.124560,1776.144880,87966.000000,90663.000000,true,true,120,1780455240000,0.019520
gate,BMT_USDT,BMT_USDT,0.00001,65.802829,109.968581,296.970300,644.938400,2018.000000,4359.000000,true,true,120,1780455240000,0.014700
gate,BNB_USDT,BNB_USDT,0.05,34.168687,53.183936,1140954.044150,1714419.841600,1768434.000000,2653614.000000,true,true,120,1780455240000,645.100000
gate,BNT_USDT,BNT_USDT,0.0001,16.754441,53.988441,48.428100,241.256200,159.000000,792.000000,true,true,120,1780455240000,0.304600
gate,BOME_USDT,BOME_USDT,0.0000001,39.925671,66.084236,1065.871200,1885.591400,2261.000000,3994.000000,true,true,120,1780455240000,0.000472
gate,BRETT_USDT,BRETT_USDT,0.000001,55.206614,105.431574,1179.325470,3533.491800,18936.000000,56618.000000,true,true,120,1780455240000,0.006226
gate,BREV_USDT,BREV_USDT,0.0001,85.394422,123.184439,646.803000,2375.231000,640.000000,2350.000000,true,true,120,1780455240000,0.101500
gate,BROCCOLIF3B_USDT,BROCCOLIF3B_USDT,0.000001,55.821901,79.007292,1496.138200,2350.715300,2827.000000,4440.000000,true,true,120,1780455240000,0.005296
gate,BR_USDT,BR_USDT,0.00001,38.493490,85.612848,962.225500,4265.158300,885.000000,3910.000000,true,true,120,1780455240000,0.108770
gate,BSB_USDT,BSB_USDT,0.00001,123.940709,159.442217,53215.780300,115513.976400,20600.000000,44901.000000,true,true,120,1780455240000,0.258570
gate,BSV_USDT,BSV_USDT,0.01,32.285205,48.760919,1695.886100,2735.917500,11952.000000,19270.000000,true,true,120,1780455240000,14.210000
gate,BTC_USDT,BTC_USDT,0.1,28.953837,53.336630,58791782.901370,146029142.057570,8814649.000000,21869313.000000,true,true,120,1780455240000,66677.600000
gate,BTR_USDT,BTR_USDT,0.00001,70.203077,75.289867,3134.255700,8129.172800,13799.000000,35813.000000,true,true,120,1780455240000,0.022820
gate,BULLA_USDT,BULLA_USDT,0.000001,49.737831,86.051267,227.693130,266.595360,4345.000000,5085.000000,true,true,120,1780455240000,0.005235
gate,B_USDT,B_USDT,0.0001,34.404290,52.560997,4150.789000,8648.809000,1799.000000,3740.000000,true,true,120,1780455240000,0.231000
gate,C98_USDT,C98_USDT,0.00001,30.096513,93.993818,96.118110,176.484480,5468.000000,10024.000000,true,true,120,1780455240000,0.017560
gate,CAKE_USDT,CAKE_USDT,0.0001,30.731783,47.428923,2971.826570,3921.586050,22386.000000,29524.000000,true,true,120,1780455240000,1.324200
gate,CARV_USDT,CARV_USDT,0.00001,38.355044,38.886462,23.980200,24.448600,51.000000,52.000000,true,true,120,1780455240000,0.047020
gate,CATI_USDT,CATI_USDT,0.00001,105.894850,144.875171,59.409550,98.312260,1201.000000,1971.000000,true,true,120,1780455240000,0.049290
gate,CC_USDT,CC_USDT,0.00001,26.733074,50.260658,105.848100,1500.455400,71.000000,1007.000000,true,true,120,1780455240000,0.148960
gate,CELO_USDT,CELO_USDT,0.00001,0.000000,2.840909,0.000000,21.820900,0.000000,310.000000,true,true,120,1780455240000,0.070390
gate,CELR_USDT,CELR_USDT,0.000001,136.883018,136.883018,96.439450,96.439450,3907.000000,3907.000000,true,true,120,1780455240000,0.002469
gate,CETUS_USDT,CETUS_USDT,0.00001,31.640163,50.984337,692.087200,2247.024300,3223.000000,10442.000000,true,true,120,1780455240000,0.021390
gate,CFG_USDT,CFG_USDT,0.00001,39.781431,83.047780,1084.617900,5349.856700,432.000000,2111.000000,true,true,120,1780455240000,0.251470
gate,CFX_USDT,CFX_USDT,0.00001,64.423783,149.136252,7027.387000,194349.687800,13988.000000,386886.000000,true,true,120,1780455240000,0.050340
gate,CGPT_USDT,CGPT_USDT,0.00001,58.688193,75.355823,6381.637900,18882.737400,27040.000000,79364.000000,true,true,120,1780455240000,0.023670
gate,CHILLGUY_USDT,CHILLGUY_USDT,0.000001,86.978106,125.873297,1053.516240,1271.697230,11630.000000,14022.000000,true,true,120,1780455240000,0.009089
gate,CHIP_USDT,CHIP_USDT,0.00001,107.194289,193.558021,56447.422000,113238.739000,13770.000000,27608.000000,true,true,120,1780455240000,0.041010
gate,CHR_USDT,CHR_USDT,0.00001,77.916660,124.313764,17.218200,263.396100,88.000000,1337.000000,true,true,120,1780455240000,0.019590
gate,CHZ_USDT,CHZ_USDT,0.00001,47.873217,98.727784,14731.909000,34443.310000,4432.000000,10337.000000,true,true,120,1780455240000,0.033150
gate,CKB_USDT,CKB_USDT,0.000001,31.189781,64.823125,5084.094300,5600.477200,42355.000000,46673.000000,true,true,120,1780455240000,0.001198
gate,CLANKER_USDT,CLANKER_USDT,0.01,33.229274,33.229274,54.415000,54.415000,31.000000,31.000000,true,true,120,1780455240000,17.540000
gate,CLO_USDT,CLO_USDT,0.00001,418.717756,448.888227,98868.077700,125119.027100,66456.000000,85240.000000,true,true,120,1780455240000,0.152780
gate,COAI_USDT,COAI_USDT,0.0001,52.071411,94.313860,976.960000,1934.769000,345.000000,683.000000,true,true,120,1780455240000,0.284200
