run_id,signal_index,log_time,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,lead_freshness_ns,lag_exchange_ns,lag_local_ns,lag_freshness_ns,symbol,symbol_id,signal_role,action,side,reduce_only,signal_position_id,raw_price,local_order_id,request_sequence,request_send_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,exchange_order_id,order_role,order_position_id,position_event,position_direction,order_price,price_tick,slippage_ticks,quantity,status,cumulative_filled_quantity,average_fill_price,exec_slippage_ticks,ack_rtt_ns,order_finished_local_ns,warnings
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,14,2026-06-16 16:57:00.432013680,kBinance,378,1781629020431000000,1781629020432012898,1781629020432013420,1781629020432013625,1781629020431000000,1781629020432012898,1013625,1781629019747713000,1781629019747818081,684300625,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,522,205,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,15,2026-06-16 16:57:00.432014747,kBinance,378,1781629020431000000,1781629020432013333,1781629020432014486,1781629020432014692,1781629020431000000,1781629020432013333,1014692,1781629019747713000,1781629019747818081,684301692,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,1153,206,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,16,2026-06-16 16:57:00.432488706,kBinance,378,1781629020431000000,1781629020432487756,1781629020432488455,1781629020432488652,1781629020431000000,1781629020432487756,1488652,1781629019747713000,1781629019747818081,684775652,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,699,197,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,17,2026-06-16 16:57:00.432490383,kBinance,378,1781629020431000000,1781629020432489819,1781629020432490133,1781629020432490327,1781629020431000000,1781629020432489819,1490327,1781629019747713000,1781629019747818081,684777327,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,314,194,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,18,2026-06-16 16:57:00.433019463,kBinance,378,1781629020432000000,1781629020433018877,1781629020433019160,1781629020433019409,1781629020432000000,1781629020433018877,1019409,1781629019747713000,1781629019747818081,685306409,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,283,249,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,19,2026-06-16 16:57:00.433020712,kBinance,378,1781629020432000000,1781629020433020066,1781629020433020484,1781629020433020658,1781629020432000000,1781629020433020066,1020658,1781629019747713000,1781629019747818081,685307658,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,418,174,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20,2026-06-16 16:57:00.433021908,kBinance,378,1781629020432000000,1781629020433020466,1781629020433021644,1781629020433021853,1781629020432000000,1781629020433020466,1021853,1781629019747713000,1781629019747818081,685308853,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,1178,209,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,21,2026-06-16 16:57:00.434174705,kBinance,378,1781629020433000000,1781629020434173926,1781629020434174442,1781629020434174650,1781629020433000000,1781629020434173926,1174650,1781629019747713000,1781629019747818081,686461650,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,516,208,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,22,2026-06-16 16:57:00.434176696,kBinance,378,1781629020433000000,1781629020434175772,1781629020434176417,1781629020434176639,1781629020433000000,1781629020434175772,1176639,1781629019747713000,1781629019747818081,686463639,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,645,222,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,23,2026-06-16 16:57:00.434634478,kBinance,378,1781629020434000000,1781629020434633657,1781629020434634226,1781629020434634424,1781629020434000000,1781629020434633657,634424,1781629019747713000,1781629019747818081,686921424,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,569,198,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,24,2026-06-16 16:57:00.435495677,kBinance,378,1781629020434000000,1781629020435495103,1781629020435495412,1781629020435495623,1781629020434000000,1781629020435495103,1495623,1781629019747713000,1781629019747818081,687782623,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,309,211,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,25,2026-06-16 16:57:00.436156282,kBinance,378,1781629020435000000,1781629020436155575,1781629020436156010,1781629020436156228,1781629020435000000,1781629020436155575,1156228,1781629019747713000,1781629019747818081,688443228,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,435,218,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,26,2026-06-16 16:57:00.437108279,kBinance,378,1781629020436000000,1781629020437107668,1781629020437107996,1781629020437108226,1781629020436000000,1781629020437107668,1108226,1781629019747713000,1781629019747818081,689395226,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,328,230,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,27,2026-06-16 16:57:00.438568877,kBinance,378,1781629020437000000,1781629020438567871,1781629020438568604,1781629020438568824,1781629020437000000,1781629020438567871,1568824,1781629019747713000,1781629019747818081,690855824,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,733,220,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,28,2026-06-16 16:57:00.441043424,kBinance,378,1781629020440000000,1781629020441042820,1781629020441043128,1781629020441043369,1781629020440000000,1781629020441042820,1043369,1781629019747713000,1781629019747818081,693330369,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,308,241,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,29,2026-06-16 16:57:00.442608956,kBinance,378,1781629020441000000,1781629020442608302,1781629020442608626,1781629020442608903,1781629020441000000,1781629020442608302,1608903,1781629019747713000,1781629019747818081,694895903,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,324,277,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,30,2026-06-16 16:57:00.444119617,kBinance,378,1781629020443000000,1781629020444118645,1781629020444119270,1781629020444119563,1781629020443000000,1781629020444118645,1119563,1781629019747713000,1781629019747818081,696406563,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,625,293,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,31,2026-06-16 16:57:00.444120900,kBinance,378,1781629020443000000,1781629020444119475,1781629020444120666,1781629020444120847,1781629020443000000,1781629020444119475,1120847,1781629019747713000,1781629019747818081,696407847,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,1191,181,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,32,2026-06-16 16:57:00.445474729,kBinance,378,1781629020444000000,1781629020445473781,1781629020445474416,1781629020445474674,1781629020444000000,1781629020445473781,1474674,1781629019747713000,1781629019747818081,697761674,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,635,258,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,33,2026-06-16 16:57:00.445476125,kBinance,378,1781629020444000000,1781629020445474551,1781629020445475886,1781629020445476071,1781629020444000000,1781629020445474551,1476071,1781629019747713000,1781629019747818081,697763071,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,1335,185,,,,,,,,,,,,,,,,,,missing_order
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,34,2026-06-16 16:57:00.448720995,kBinance,378,1781629020447000000,1781629020448720355,1781629020448720692,1781629020448720941,1781629020447000000,1781629020448720355,1720941,1781629019747713000,1781629019747818081,701007941,SKYAI_USDT,378,kLead,kOpenShort,kSell,false,0,0.43572,,,,337,249,,,,,,,,,,,,,,,,,,missing_order
