run_id,latency_key,local_order_id,exchange_order_id,symbol,symbol_id,position_id,position_direction,order_role,action,side,reduce_only,status,finish_reason,reject_reason,request_sequence,encoded_request_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,lead_freshness_ns,lag_exchange_ns,lag_local_ns,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,request_send_local_ns,ack_local_receive_ns,response_local_receive_ns,order_finished_local_ns,ack_exchange_ns,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,response_exchange_ns,accepted_exchange_ns,finish_exchange_ns,ack_rtt_ns,response_rtt_ns,send_to_ack_local_ns,send_to_response_local_ns,send_to_finish_local_ns,ack_to_finish_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,ack_exchange_to_local_ns,response_exchange_to_local_ns,exchange_lifecycle_ns,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,warnings
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711823,288230376151711823,264867953673770069,XPL_USDT,472,9,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,80,144115188075855952,1781632182270000000,1781632182270982949,1781632182270983173,1781632182270983827,1781632182270000000,1781632182270982949,983827,1781632182270365000,1781632182270465769,618827,5000000,20000000,true,-,1781632182270996763,1781632182271597591,1781632182273821076,1781632182274185683,1781632182271313000,1781632182271196000,1781632182271313000,117000,1781632182273560000,0,1781632182273000000,600828,2824313,600828,2824313,3188920,2588092,224,654,12936,13814,284591,261076,1687000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,434,75,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711824,288230376151711824,65865145168719206,FET_USDT,166,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,81,144115188075855953,1781632214657000000,1781632214658290799,1781632214658291130,1781632214658291474,1781632214657000000,1781632214658290799,1291474,1781632214657119000,1781632214657209999,1172474,5000000,20000000,true,-,1781632214658303496,1781632214658902135,1781632214674787492,1781632214687966976,1781632214658615000,1781632214658507000,1781632214658615000,108000,1781632214674496000,0,1781632214671000000,598639,16483996,598639,16483996,29663480,29064841,331,344,12022,12697,287135,291492,12385000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,435,63,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711825,288230376151711825,197595435393880809,WLD_USDT,461,6,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,82,144115188075855954,1781632233588000000,1781632233589253434,1781632233589253662,1781632233589254557,1781632233588000000,1781632233589253434,1254557,1781632233588277000,1781632233588444566,977557,5000000,20000000,true,-,1781632233589268697,1781632233589911606,1781632233594646705,1781632233595481102,1781632233589632000,1781632233589516000,1781632233589632000,116000,1781632233594327000,0,1781632233593000000,642909,5378008,642909,5378008,6212405,5569496,228,895,14140,15263,279606,319705,3368000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,444,81,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711826,288230376151711826,291326601674564126,PIEVERSE_USDT,325,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,83,144115188075855955,1781632309381000000,1781632309382786637,1781632309382787171,1781632309382788060,1781632309381000000,1781632309382786637,1788060,1781632309381825000,1781632309381954918,963060,5000000,20000000,true,-,1781632309382802678,1781632309390140367,1781632309397274080,1781632309397304248,1781632309389854000,1781632309382996000,1781632309389854000,6858000,1781632309397006000,0,1781632309396000000,7337689,14471402,7337689,14471402,14501570,7163881,534,889,14618,16041,286367,268080,6146000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,4,true,1268,1738,0,0,0,10,kAckRttThreshold,7337689,25668,37759,12408,19104,1,42276,225,1781632309382801757,1781632309382803765,1781632309382803952,1781632309382803983,1781632309382804017,1781632309382813211,1781632309382818716,247,247,0,false,0,true,247,0,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711827,288230376151711827,0,H_USDT,211,22,kLong,entry,kOpenLong,kBuy,false,kRejected,,,84,144115188075855956,1781632373937000000,1781632373938028664,1781632373938028993,1781632373938029709,1781632373937000000,1781632373938028664,1029709,1781632373937894000,1781632373938001767,135709,5000000,20000000,true,-,1781632373938044290,1781632373938607149,1781632373939512892,1781632373939518380,1781632373938342000,1781632373938233000,1781632373938342000,109000,1781632373939285000,0,0,562859,1468602,562859,1468602,1474090,911231,329,716,14581,15626,265149,227892,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,547,232,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711828,288230376151711828,0,H_USDT,211,23,kLong,entry,kOpenLong,kBuy,false,kRejected,,,85,144115188075855957,1781632373951000000,1781632373952089641,1781632373952090633,1781632373952090969,1781632373951000000,1781632373952089641,1090969,1781632373943032000,1781632373943141970,9058969,5000000,20000000,true,-,1781632373952093780,1781632373952653844,1781632373953485368,1781632373953487459,1781632373952403000,1781632373952277000,1781632373952403000,126000,1781632373953265000,0,0,560064,1391588,560064,1391588,1393679,833615,992,336,2811,4139,250844,220368,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,546,177,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711829,288230376151711829,0,H_USDT,211,24,kLong,entry,kOpenLong,kBuy,false,kRejected,,,86,144115188075855958,1781632373953000000,1781632373953991139,1781632373953991704,1781632373953991892,1781632373953000000,1781632373953991139,991892,1781632373953572000,1781632373953670833,419892,5000000,20000000,true,-,1781632373953993728,1781632373954569560,1781632373955378672,1781632373955380581,1781632373954286000,1781632373954166000,1781632373954286000,120000,1781632373955152000,0,0,575832,1384944,575832,1384944,1386853,811021,565,188,1836,2589,283560,226672,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,548,136,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711830,288230376151711830,0,H_USDT,211,25,kLong,entry,kOpenLong,kBuy,false,kRejected,,,87,144115188075855959,1781632376378000000,1781632376378982545,1781632376378983206,1781632376378983620,1781632376378000000,1781632376378982545,983620,1781632376378753000,1781632376378876448,230620,5000000,20000000,true,-,1781632376378988311,1781632376379594852,1781632376380503958,1781632376380506336,1781632376379293000,1781632376379173000,1781632376379293000,120000,1781632376380257000,0,0,606541,1515647,606541,1515647,1518025,911484,661,414,4691,5766,301852,246958,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,535,119,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711831,288230376151711831,264867953673798629,XPL_USDT,472,10,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,88,144115188075855960,1781632533143000000,1781632533144150685,1781632533144151101,1781632533144152111,1781632533143000000,1781632533144150685,1152111,1781632533143194000,1781632533143326224,958111,5000000,20000000,true,-,1781632533144166066,1781632533144961916,1781632533148104799,1781632533148220394,1781632533144659000,1781632533144410000,1781632533144659000,249000,1781632533147859000,0,1781632533147000000,795850,3938733,795850,3938733,4054328,3258478,416,1010,13955,15381,302916,245799,2341000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,442,100,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711832,288230376151711832,0,H_USDT,211,26,kShort,entry,kOpenShort,kSell,false,kRejected,,,89,144115188075855961,1781632628213000000,1781632628213795107,1781632628213795983,1781632628213796543,1781632628213000000,1781632628213795107,796543,1781632628207087000,1781632628207219738,6709543,5000000,20000000,true,-,1781632628213812410,1781632628214396658,1781632628221898880,1781632628221904383,1781632628214127000,1781632628214007000,1781632628214127000,120000,1781632628221642000,0,0,584248,8086470,584248,8086470,8091973,7507725,876,560,15867,17303,269658,256880,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,441,90,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711833,288230376151711833,235876031616747239,SKYAI_USDT,378,10,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,90,144115188075855962,1781632717952000000,1781632717953321694,1781632717953322171,1781632717953323124,1781632717952000000,1781632717953321694,1323124,1781632717952195000,1781632717952320535,1128124,5000000,20000000,true,-,1781632717953337696,1781632717954001228,1781632717962795533,1781632717962409176,1781632717953676000,1781632717953520000,1781632717953676000,156000,1781632717962543000,0,1781632717961000000,663532,9457837,663532,9457837,9071480,8407948,477,953,14572,16002,325228,252533,7324000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,422,75,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711834,288230376151711834,206602635063471125,ZEC_USDT,481,7,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,91,144115188075855963,1781632719004000000,1781632719005030948,1781632719005031546,1781632719005031910,1781632719004000000,1781632719005030948,1031910,1781632719001588000,1781632719001740127,3443910,5000000,20000000,true,-,1781632719005038719,1781632719005708569,1781632719017149599,1781632719029303571,1781632719005379000,1781632719005251000,1781632719005379000,128000,1781632719016871000,0,1781632719015000000,669850,12110880,669850,12110880,24264852,23595002,598,364,6809,7771,329569,278599,9621000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,449,112,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711835,288230376151711835,0,H_USDT,211,27,kLong,entry,kOpenLong,kBuy,false,kRejected,,,92,144115188075855964,1781632733174000000,1781632733175026447,1781632733175026858,1781632733175027814,1781632733174000000,1781632733175026447,1027814,1781632733174532000,1781632733174688810,495814,5000000,20000000,true,-,1781632733175041174,1781632733175707865,1781632733178211036,1781632733178215944,1781632733175381000,1781632733175242000,1781632733175381000,139000,1781632733177956000,0,0,666691,3169862,666691,3169862,3174770,2508079,411,956,13360,14727,326865,255036,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,454,109,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711836,288230376151711836,0,H_USDT,211,28,kShort,entry,kOpenShort,kSell,false,kRejected,,,93,144115188075855965,1781632797670000000,1781632797671460660,1781632797671461300,1781632797671462049,1781632797670000000,1781632797671460660,1462049,1781632797670416000,1781632797670572021,1046049,5000000,20000000,true,-,1781632797671477200,1781632797672210448,1781632797673121924,1781632797673127329,1781632797671807000,1781632797671668000,1781632797671807000,139000,1781632797672889000,0,0,733248,1644724,733248,1644724,1650129,916881,640,749,15151,16540,403448,232924,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,440,90,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711837,288230376151711837,88664618595121838,INJ_USDT,220,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,94,144115188075855966,1781632873831000000,1781632873832191746,1781632873832192290,1781632873832192858,1781632873831000000,1781632873832191746,1192858,1781632873831333000,1781632873831505025,859858,5000000,20000000,true,-,1781632873832205140,1781632873832893838,1781632873839582087,1781632873866304311,1781632873832605000,1781632873832426000,1781632873832605000,179000,1781632873839324000,0,1781632873838000000,688698,7376947,688698,7376947,34099171,33410473,544,568,12282,13394,288838,258087,5395000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,433,80,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711838,288230376151711838,0,H_USDT,211,29,kShort,entry,kOpenShort,kSell,false,kRejected,,,95,144115188075855967,1781632875930000000,1781632875931064648,1781632875931065325,1781632875931065877,1781632875930000000,1781632875931064648,1065877,1781632875930785000,1781632875930912435,280877,5000000,20000000,true,-,1781632875931072324,1781632875931639353,1781632875932573535,1781632875932577061,1781632875931379000,1781632875931261000,1781632875931379000,118000,1781632875932334000,0,0,567029,1501211,567029,1501211,1504737,937708,677,552,6447,7676,260353,239535,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,445,84,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711839,288230376151711839,0,H_USDT,211,30,kShort,entry,kOpenShort,kSell,false,kRejected,,,96,144115188075855968,1781632875936000000,1781632875937099068,1781632875937099728,1781632875937099988,1781632875936000000,1781632875937099068,1099988,1781632875930785000,1781632875930912435,6314988,5000000,20000000,true,-,1781632875937101688,1781632875937687764,1781632875940057544,1781632875940059883,1781632875937398000,1781632875937274000,1781632875937398000,124000,1781632875939826000,0,0,586076,2955856,586076,2955856,2958195,2372119,660,260,1700,2620,289764,231544,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,461,95,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711840,288230376151711840,0,H_USDT,211,31,kShort,entry,kOpenShort,kSell,false,kRejected,,,97,144115188075855969,1781632875954000000,1781632875955527965,1781632875955528607,1781632875955528921,1781632875954000000,1781632875955527965,1528921,1781632875946996000,1781632875947101820,8532921,5000000,20000000,true,-,1781632875955530567,1781632875956119491,1781632875958075269,1781632875958077398,1781632875955821000,1781632875955711000,1781632875955821000,110000,1781632875957853000,0,0,588924,2544702,588924,2544702,2546831,1957907,642,314,1646,2602,298491,222269,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,473,95,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711841,288230376151711841,0,H_USDT,211,32,kShort,entry,kOpenShort,kSell,false,kRejected,,,98,144115188075855970,1781632876043000000,1781632876044573860,1781632876044574186,1781632876044574568,1781632876043000000,1781632876044573860,1574568,1781632876043584000,1781632876043711681,990568,5000000,20000000,true,-,1781632876044576124,1781632876045132138,1781632876045918860,1781632876045920891,1781632876044863000,1781632876044762000,1781632876044863000,101000,1781632876045676000,0,0,556014,1342736,556014,1342736,1344767,788753,326,382,1556,2264,269138,242860,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,481,89,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711842,288230376151711842,0,H_USDT,211,33,kShort,entry,kOpenShort,kSell,false,kRejected,,,99,144115188075855971,1781632876100000000,1781632876101027243,1781632876101027919,1781632876101028252,1781632876100000000,1781632876101027243,1028252,1781632876086045000,1781632876086145517,14983252,5000000,20000000,true,-,1781632876101029690,1781632876101988883,1781632876102861209,1781632876102863233,1781632876101644000,1781632876101231000,1781632876101644000,413000,1781632876102611000,0,0,959193,1831519,959193,1831519,1833543,874350,676,333,1438,2447,344883,250209,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,537,178,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711843,288230376151711843,0,H_USDT,211,34,kShort,entry,kOpenShort,kSell,false,kRejected,,,100,144115188075855972,1781632879178000000,1781632879178889630,1781632879178890045,1781632879178890477,1781632879178000000,1781632879178889630,890477,1781632879177583000,1781632879177726699,1307477,5000000,20000000,true,-,1781632879178896182,1781632879179504457,1781632879180421381,1781632879180423795,1781632879179200000,1781632879179082000,1781632879179200000,118000,1781632879180161000,0,0,608275,1525199,608275,1525199,1527613,919338,415,432,5705,6552,304457,260381,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,542,143,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711844,288230376151711844,0,H_USDT,211,35,kShort,entry,kOpenShort,kSell,false,kRejected,,,101,144115188075855973,1781632879179000000,1781632879180593293,1781632879180593773,1781632879180594177,1781632879179000000,1781632879180593293,1594177,1781632879179800000,1781632879179918751,794177,5000000,20000000,true,-,1781632879180595874,1781632879181186500,1781632879182166606,1781632879182168793,1781632879180908000,1781632879180773000,1781632879180908000,135000,1781632879181940000,0,0,590626,1570732,590626,1570732,1572919,982293,480,404,1697,2581,278500,226606,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,545,114,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711845,288230376151711845,0,H_USDT,211,36,kShort,entry,kOpenShort,kSell,false,kRejected,,,102,144115188075855974,1781632879182000000,1781632879183585117,1781632879183585662,1781632879183585938,1781632879182000000,1781632879183585117,1585938,1781632879183253000,1781632879183384920,332938,5000000,20000000,true,-,1781632879183587426,1781632879184233539,1781632879190019818,1781632879190021862,1781632879183914000,1781632879183767000,1781632879183914000,147000,1781632879189781000,0,0,646113,6432392,646113,6432392,6434436,5788323,545,276,1488,2309,319539,238818,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,555,105,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711846,288230376151711846,0,H_USDT,211,37,kShort,entry,kOpenShort,kSell,false,kRejected,,,103,144115188075855975,1781632895179000000,1781632895180477069,1781632895180478085,1781632895180478733,1781632895179000000,1781632895180477069,1478733,1781632895175271000,1781632895175376199,5207733,5000000,20000000,true,-,1781632895180493084,1781632895181110426,1781632895182179349,1781632895182184023,1781632895180826000,1781632895180693000,1781632895180826000,133000,1781632895181949000,0,0,617342,1686265,617342,1686265,1690939,1073597,1016,648,14351,16015,284426,230349,,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,517,106,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711849,288230376151711849,197595435394153119,WLD_USDT,461,7,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,106,144115188075855978,1781632943883000000,1781632943884015016,1781632943884016604,1781632943884017119,1781632943883000000,1781632943884015016,1017119,1781632943873904000,1781632943874829737,10113119,5000000,20000000,true,-,1781632943884019382,1781632943928169384,1781632944637232467,1781632944699147678,1781632943927839000,1781632943923120000,1781632943927839000,4719000,1781632944636895000,0,1781632944633000000,44150002,753213085,44150002,753213085,815128296,770978294,1588,515,2263,4366,330384,337467,705161000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,4,true,4365,7959,0,0,0,10,kAckRttThreshold,44150002,3334,13929,13148,24055,3,51686,1355,1781632943884019334,1781632943884020003,1781632943884020040,1781632943884020072,1781632943884020100,1781632943884020932,1781632943884021331,243,243,0,false,0,true,730,487,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711850,288230376151711850,139330115124212717,PENGU_USDT,322,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,107,144115188075855979,1781632943924000000,1781632943925594400,1781632943925606622,1781632943925607011,1781632943924000000,1781632943925594400,1607011,1781632943909007000,1781632943909171712,16600011,5000000,20000000,true,-,1781632943925608855,1781632943929466621,1781632944640555060,1781632944699150890,1781632943929139000,1781632943925804000,1781632943929139000,3335000,1781632944639702000,0,1781632944638000000,3857766,714946205,3857766,714946205,773542035,769684269,12222,389,1844,14455,327621,853060,708861000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,4365,7959,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711847,288230376151711847,175640389552267021,SUI_USDT,404,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,104,144115188075855976,1781632943880000000,1781632943880995861,1781632943880996568,1781632943880996989,1781632943880000000,1781632943880995861,996989,1781632943878856000,1781632943879089292,2140989,5000000,20000000,true,-,1781632943881008716,1781632943936031619,1781632944844988124,1781632944848458926,1781632943935804000,1781632943881248000,1781632943935804000,54556000,1781632944844719000,0,1781632944843000000,55022903,963979408,55022903,963979408,967450210,912427307,707,421,11727,12855,227619,269124,907196000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,4,true,4365,7959,0,0,0,10,kAckRttThreshold,55022903,22849,34833,12488,33005,1,53838,1690,1781632943881008098,1781632943881009489,1781632943881009654,1781632943881009687,1781632943881009720,1781632943881017978,1781632943881022809,243,243,0,false,0,true,243,0,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711848,288230376151711848,61643021227800132,ENA_USDT,151,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,105,144115188075855977,1781632943881000000,1781632943882706102,1781632943882733012,1781632943882733514,1781632943881000000,1781632943882706102,1733514,1781632943863295000,1781632943863445339,19438514,5000000,20000000,true,-,1781632943882735761,1781632943934487093,1781632944848866515,1781632944850491875,1781632943934232000,1781632943923107000,1781632943934232000,11125000,1781632944848314000,0,1781632944846000000,51751332,966130754,51751332,966130754,967756114,916004782,26910,502,2247,29659,255093,552515,911768000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,4,true,4365,7959,0,0,0,10,kAckRttThreshold,51751332,5861,16414,12983,33005,2,53838,1589,1781632943882735712,1781632943882737947,1781632943882737986,1781632943882738017,1781632943882738044,1781632943882739090,1781632943882739497,244,244,0,false,0,true,487,244,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711851,288230376151711851,206602635063554852,ZEC_USDT,481,8,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,108,144115188075855980,1781632943955000000,1781632943956845492,1781632943956845805,1781632943956846424,1781632943955000000,1781632943956845492,1846424,1781632943956410000,1781632943956610174,436424,5000000,20000000,true,-,1781632943956848432,1781632943957720349,1781632945144900878,1781632945154943809,1781632943957347000,1781632943957078000,1781632943957347000,269000,1781632945142612000,0,1781632945135000000,871917,1188052446,871917,1188052446,1198095377,1197223460,313,619,2008,2940,373349,2288878,1177653000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,3925,6850,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217,20260616_165210_29symbols_30d_fusion_off_l0_live_snapshot_20260617_022217:288230376151711852,288230376151711852,133137665280071705,ONDO_USDT,307,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,109,144115188075855981,1781632944017000000,1781632944018126123,1781632944018127432,1781632944018128069,1781632944017000000,1781632944018126123,1128069,1781632944015895000,1781632944016171044,2233069,5000000,20000000,true,-,1781632944018129992,1781632944018783079,1781632945547558450,1781632945540836788,1781632944018502000,1781632944018348000,1781632944018502000,154000,1781632945547255000,0,1781632945539000000,653087,1529428458,653087,1529428458,1522706796,1522053709,1309,637,1923,3869,281079,303450,1520498000,1,4,725209,10.0.1.103,36564,10.0.1.154,80,4,4,,true,3515,5957,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
