run_id,signal_index,log_time,trigger_ticker_id,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,symbol,symbol_id,signal_role,action,side,reduce_only,signal_position_id,raw_price,local_order_id,request_sequence,request_send_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,exchange_order_id,order_role,order_position_id,position_event,position_direction,order_price,price_tick,slippage_ticks,quantity,status,cumulative_filled_quantity,average_fill_price,exec_slippage_ticks,ack_rtt_ns,order_finished_local_ns,warnings
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,1,2026-06-01 13:44:12.150285651,10679640575899,kBinance,15,1780321452149000000,7520506290748398,1780321452150283772,1780321452150284522,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,13.9885,288230376151711745,2,1780321452150296454,1772800945859535374,750,11932,1772800945859548056,281193503324849316,entry,1,kEntrySubmit,kShort,13.9875,1e-05,100,0.3,kCancelled,0,0,,551460,1780321452167173978,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,2,2026-06-01 13:44:27.443103224,10679642992872,kBinance,15,1780321467442000000,7520521583566664,1780321467443102082,1780321467443102769,LAB_USDT,15,kLead,kOpenLong,kBuy,false,0,14.07755,288230376151711746,3,1780321467443110122,1772800945859535418,687,7353,1772800945859543458,281193503324869023,entry,2,kEntrySubmit,kLong,14.07855,1e-05,100,0.3,kCancelled,0,0,,533033,1780321467450468107,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,3,2026-06-01 13:47:14.613067760,10679665845935,kBinance,15,1780321634612000000,7520688753530375,1780321634613065846,1780321634613066422,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,14.05861,288230376151711747,4,1780321634613078572,1772800945859535471,576,12150,1772800945859548197,281193503325017620,entry,3,kEntrySubmit,kShort,14.05761,1e-05,100,0.3,kCancelled,0,0,,754216,1780321634616905083,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,4,2026-06-01 13:49:35.627565421,10679685957363,kBinance,15,1780321775626000000,7520829768028680,1780321775627563820,1780321775627564871,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,14.08781,288230376151711748,5,1780321775627576033,1772800945859535140,1051,11162,1772800945859547353,281193503325132447,entry,4,kEntrySubmit,kShort,14.08681,1e-05,100,0.3,kCancelled,0,0,,728099,1780321775664143167,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,5,2026-06-01 13:51:20.813615915,10679700867787,kBinance,15,1780321880813000000,7520934954079722,1780321880813614695,1780321880813615515,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,13.98463,288230376151711749,6,1780321880813626377,1772800945859534973,820,10862,1772800945859546655,281193503325213071,entry,5,kEntrySubmit,kShort,13.98363,1e-05,100,0.3,kCancelled,0,0,,597776,1780321880830908770,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,6,2026-06-01 13:52:20.451590007,10679712503814,kBinance,15,1780321940450000000,7520994592053809,1780321940451588807,1780321940451589494,LAB_USDT,15,kLead,kOpenLong,kBuy,false,0,14.0743,288230376151711750,7,1780321940451599470,1772800945859534998,687,9976,1772800945859545661,281193503325247407,entry,6,kEntrySubmit,kLong,14.0753,1e-05,100,0.3,kCancelled,0,0,,5142969,1780321940576236123,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,7,2026-06-01 13:52:20.577069455,10679712567015,kBinance,15,1780321940576000000,7520994717533286,1780321940577068893,1780321940577069300,LAB_USDT,15,kLead,kOpenLong,kBuy,false,0,14.07756,288230376151711751,8,1780321940577071267,1772800945859535607,407,1967,1772800945859537981,281193503325247859,entry,7,kEntrySubmit,kLong,14.07856,1e-05,100,0.3,kCancelled,0,0,,758160,1780321940698295276,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,8,2026-06-01 13:52:20.699156664,10679712599392,kBinance,15,1780321940698000000,7520994839620734,1780321940699156325,1780321940699156615,LAB_USDT,15,kLead,kOpenLong,kBuy,false,0,14.09048,288230376151711752,9,1780321940699157789,1772800945859535591,290,1174,1772800945859537055,281193503325248280,entry,8,kEntrySubmit,kLong,14.09148,1e-05,100,0.3,kCancelled,0,0,,595400,1780321940840418788,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,9,2026-06-01 13:52:22.968236207,10679713243141,kBinance,15,1780321942967000000,7520997108699602,1780321942968235215,1780321942968236133,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,14.11845,288230376151711753,10,1780321942968238697,1772800945859535613,918,2564,1772800945859539095,281193503325251127,entry,9,kEntrySubmit,kShort,14.11745,1e-05,100,0.3,kCancelled,0,0,,630667,1780321943064225500,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,10,2026-06-01 13:53:18.782950807,10679721916192,kBinance,15,1780321998782000000,7521052923413582,1780321998782949235,1780321998782950313,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,14.07,288230376151711754,11,1780321998782959584,1772800945859535653,1078,9271,1772800945859546002,281193503325291913,entry,10,kEntrySubmit,kShort,14.069,1e-05,100,0.3,kCancelled,0,0,,4157598,1780321998800608011,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,11,2026-06-01 13:53:25.043132087,10679722827498,kBinance,15,1780322005042000000,7521059183596143,1780322005043131072,1780322005043131820,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,13.95508,288230376151711755,12,1780322005043138321,1772800945859534929,748,6501,1772800945859542178,281193503325304694,entry,11,kEntrySubmit,kShort,13.95408,1e-05,100,0.3,kCancelled,0,0,,645275,1780322005087544745,
20260601_134128_lab_usdt_2000gross_500notional_100ticks_private_2h,12,2026-06-01 13:53:56.382456642,10679727304819,kBinance,15,1780322036381000000,7521090522920287,1780322036382455327,1780322036382456078,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,13.86274,288230376151711756,13,1780322036382465804,1772800945859535040,751,9726,1772800945859545517,281193503325347783,entry,12,kEntrySubmit,kShort,13.86174,1e-05,100,0.3,kCancelled,0,0,,1903140,1780322036394595119,
