run_id,latency_key,local_order_id,exchange_order_id,symbol,symbol_id,position_id,position_direction,order_role,action,side,reduce_only,status,finish_reason,reject_reason,request_sequence,encoded_request_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,request_send_local_ns,ack_local_receive_ns,response_local_receive_ns,order_finished_local_ns,ack_exchange_ns,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,ack_lead_id,ack_lag_id,accepted_lead_id,accepted_lag_id,partial_filled_lead_id,partial_filled_lag_id,filled_lead_id,filled_lag_id,cancelled_lead_id,cancelled_lag_id,rejected_lead_id,rejected_lag_id,unknown_result_lead_id,unknown_result_lag_id,cancel_accepted_lead_id,cancel_accepted_lag_id,cancel_rejected_lead_id,cancel_rejected_lag_id,continuity_lost_lead_id,continuity_lost_lag_id,response_exchange_ns,accepted_exchange_ns,finish_exchange_ns,ack_rtt_ns,response_rtt_ns,send_to_ack_local_ns,send_to_response_local_ns,send_to_finish_local_ns,ack_to_finish_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,ack_exchange_to_local_ns,response_exchange_to_local_ns,exchange_lifecycle_ns,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,warnings
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712086,288230376151712086,235876031641204362,SKYAI_USDT,378,21,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,343,144115188075856215,1781875787574000000,1781875787575395374,1781875787575395811,1781875787575396266,1781875787574000000,1781875787575395374,10846640352757,1396266,1781875787574980000,1781875787575198920,2252531107,416266,5000000,20000000,true,-,1781875787575404677,1781875787576113899,1781875787577201446,1781875787579305310,1781875787575775000,1781875787575620000,1781875787575775000,155000,10846640352850,2252531107,10846640352952,2252531166,,,,,10846640353107,2252531248,,,,,,,,,,,1781875787576961000,0,1781875787576000000,709222,1796769,709222,1796769,3900633,3191411,437,455,8411,9303,338899,240446,225000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,802,528,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712088,288230376151712088,235876031641207403,SKYAI_USDT,378,22,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,345,144115188075856217,1781875824325000000,1781875824325993955,1781875824325994401,1781875824325995083,1781875824325000000,1781875824325993955,10846644154539,995083,1781875824324353000,1781875824324544964,2252536952,1642083,5000000,20000000,true,-,1781875824326010337,1781875824326636563,1781875824327846043,1781875824327977313,1781875824326357000,1781875824326207000,1781875824326357000,150000,10846644154572,2252536952,10846644154710,2252537105,,,,,10846644154710,2252537105,,,,,,,,,,,1781875824327609000,0,1781875824327000000,626226,1835706,626226,1835706,1966976,1340750,446,682,15254,16382,279563,237043,643000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,555,204,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712112,288230376151712112,235876031641259951,SKYAI_USDT,378,23,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,369,144115188075856241,1781876376544000000,1781876376545258142,1781876376545258831,1781876376545259642,1781876376544000000,1781876376545258142,10846703927285,1259642,1781876376544678000,1781876376544864059,2252637937,581642,5000000,20000000,true,-,1781876376545276196,1781876376545853291,1781876376549366072,1781876376549417537,1781876376545588000,1781876376545474000,1781876376545588000,114000,10846703927396,2252637937,10846703928132,2252638124,,,,,10846703928132,2252638124,,,,,,,,,,,1781876376549125000,0,1781876376548000000,577095,4089876,577095,4089876,4141341,3564246,689,811,16554,18054,265291,241072,2412000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,417,62,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712114,288230376151712114,235876031641300935,SKYAI_USDT,378,24,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,371,144115188075856243,1781876653356000000,1781876653357483189,1781876653357483995,1781876653357484484,1781876653356000000,1781876653357483189,10846733885520,1484484,1781876653355089000,1781876653355322198,2252717817,2395484,5000000,20000000,true,-,1781876653357499935,1781876653358604114,1781876653380675862,1781876653376330482,1781876653358064000,1781876653357831000,1781876653358064000,233000,10846733885625,2252717817,,,,,,,10846733889300,2252717926,,,,,,,,,,,1781876653380360000,0,1781876653375000000,1104179,23175927,1104179,23175927,18830547,17726368,806,489,15451,16746,540114,315862,16936000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,551,293,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712115,288230376151712115,235876031641301154,SKYAI_USDT,378,25,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,372,144115188075856244,1781876653376000000,1781876653377480242,1781876653377480868,1781876653377481266,1781876653376000000,1781876653377480242,10846733889553,1481266,1781876653376528000,1781876653376788444,2252717972,953266,5000000,20000000,true,-,1781876653377484003,1781876653378579559,1781876653397680553,1781876653395399649,1781876653377978000,1781876653377706000,1781876653377978000,272000,10846733889695,2252718004,,,,,,,10846733892823,2252718140,,,,,,,,,,,1781876653397391000,0,1781876653394000000,1095556,20196550,1095556,20196550,17915646,16820090,626,398,2737,3761,601559,289553,16022000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,551,293,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712139,288230376151712139,235876031641332088,SKYAI_USDT,378,26,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,396,144115188075856268,1781876898397000000,1781876898398670401,1781876898398671141,1781876898398671379,1781876898397000000,1781876898398670401,10846772395752,1671379,1781876898394363000,1781876898394647663,2252778488,4308379,5000000,20000000,true,-,1781876898398684491,1781876898399395778,1781876898443278066,1781876898432648363,1781876898399075000,1781876898398907000,1781876898399075000,168000,10846772395752,2252778488,,,,,,,10846772403200,2252778581,,,,,,,,,,,1781876898443019000,0,1781876898431000000,711287,44593575,711287,44593575,33963872,33252585,740,238,13112,14090,320778,259066,31925000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,463,109,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712141,288230376151712141,235876031641347566,SKYAI_USDT,378,27,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,398,144115188075856270,1781876992056000000,1781876992057315785,1781876992057316354,1781876992057317316,1781876992056000000,1781876992057315785,10846783625664,1317316,1781876992053947000,1781876992054178209,2252808187,3370316,5000000,20000000,true,-,1781876992057333274,1781876992058149124,1781876992059724028,1781876992059991226,1781876992057838000,1781876992057540000,1781876992057838000,298000,10846783625731,2252808206,10846783626049,2252808365,,,,,10846783626049,2252808365,,,,,,,,,,,1781876992059489000,0,1781876992059000000,815850,2390754,815850,2390754,2657952,1842102,569,962,15958,17489,311124,235028,1162000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,462,142,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712142,288230376151712142,235876031641348220,SKYAI_USDT,378,28,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,399,144115188075856271,1781876992098000000,1781876992099023717,1781876992099024019,1781876992099024459,1781876992098000000,1781876992099023717,10846783630570,1024459,1781876992098077000,1781876992098266530,2252809422,947459,5000000,20000000,true,-,1781876992099027094,1781876992099610730,1781876992100745022,1781876992101567388,1781876992099341000,1781876992099227000,1781876992099341000,114000,10846783630655,2252809422,10846783630777,2252809422,,,,,10846783630903,2252809422,,,,,,,,,,,1781876992100505000,0,1781876992100000000,583636,1717928,583636,1717928,2540294,1956658,302,440,2635,3377,269730,240022,659000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,474,132,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712143,288230376151712143,235876031641348298,SKYAI_USDT,378,29,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,400,144115188075856272,1781876992102000000,1781876992103502513,1781876992103502996,1781876992103503634,1781876992102000000,1781876992103502513,10846783631150,1503634,1781876992102838000,1781876992103077517,2252809498,665634,5000000,20000000,true,-,1781876992103505336,1781876992104157773,1781876992105075025,1781876992105201546,1781876992103866000,1781876992103706000,1781876992103866000,160000,10846783631249,2252809536,10846783631379,2252809536,,,,,10846783631379,2252809547,,,,,,,,,,,1781876992104846000,0,1781876992104000000,652437,1569689,652437,1569689,1696210,1043773,483,638,1702,2823,291773,229025,134000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,494,137,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712144,288230376151712144,235876031641350547,SKYAI_USDT,378,30,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,401,144115188075856273,1781876994037000000,1781876994037947646,1781876994037948338,1781876994037948867,1781876994037000000,1781876994037947646,10846783840996,948867,1781876994036910000,1781876994037151046,2252813598,1038867,5000000,20000000,true,-,1781876994037954444,1781876994038587885,1781876994039574240,1781876994040011359,1781876994038297000,1781876994038158000,1781876994038297000,139000,10846783841056,2252813611,10846783841182,2252813625,,,,,10846783841235,2252813625,,,,,,,,,,,1781876994039338000,0,1781876994039000000,633441,1619796,633441,1619796,2056915,1423474,692,529,5577,6798,290885,236240,703000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,507,129,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712148,288230376151712148,235876031641365690,SKYAI_USDT,378,31,kLong,entry,kOpenLong,kBuy,false,kFilled,kUnknown,kUnknown,405,144115188075856277,1781877146558000000,1781877146559021761,1781877146559022249,1781877146559022986,1781877146558000000,1781877146559021761,10846800207000,1022986,1781877146558479000,1781877146558697998,2252842332,543986,5000000,20000000,true,-,1781877146559040064,1781877146559660999,1781877146560788360,1781877146560971847,1781877146559373000,1781877146559242000,1781877146559373000,131000,10846800207000,2252842332,10846800207188,2252842436,,,10846800207188,2252842436,,,,,,,,,,,,,1781877146560493000,0,1781877146560000000,620935,1748296,620935,1748296,1931783,1310848,488,737,17078,18303,287999,295360,627000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,455,117,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712149,288230376151712149,235876031641365708,SKYAI_USDT,378,31,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,406,144115188075856278,1781877146560000000,1781877146561459025,1781877146561459655,1781877146561460098,1781877146560000000,1781877146561459025,10846800207357,1460098,1781877146560560000,1781877146560756308,2252842436,900098,5000000,20000000,true,-,1781877146561461790,1781877146562092795,1781877146563012818,1781877146563164729,1781877146561826000,1781877146561682000,1781877146561826000,144000,10846800207455,2252842441,10846800207564,2252842461,,,10846800207564,2252842461,,,,,,,,,,,,,1781877146562756000,0,1781877146562000000,631005,1551028,631005,1551028,1702939,1071934,630,443,1692,2765,266795,256818,174000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,475,129,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712152,288230376151712152,235876031641370627,SKYAI_USDT,378,32,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,409,144115188075856281,1781877266444000000,1781877266445221505,1781877266445221983,1781877266445222195,1781877266444000000,1781877266445221505,10846813515487,1222195,1781877266440867000,1781877266441123322,2252851590,4355195,5000000,20000000,true,-,1781877266445234730,1781877266445901296,1781877266618396708,1781877266626985729,1781877266445575000,1781877266445425000,1781877266445575000,150000,10846813515487,2252851590,10846813575924,2252851720,,,,,10846813576891,2252851720,,,,,,,,,,,1781877266617858000,0,1781877266616000000,666566,173161978,666566,173161978,181750999,181084433,478,212,12535,13225,326296,538708,170425000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,424,89,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712153,288230376151712153,235876031641372320,SKYAI_USDT,378,33,kLong,entry,kOpenLong,kBuy,false,kFilled,kUnknown,kUnknown,410,144115188075856282,1781877282569000000,1781877282570608071,1781877282570608837,1781877282570609619,1781877282569000000,1781877282570608071,10846815102593,1609619,1781877282570215000,1781877282570407653,2252854935,394619,5000000,20000000,true,-,1781877282570625380,1781877282571224791,1781877282579200532,1781877282576760339,1781877282571000000,1781877282570840000,1781877282571000000,160000,10846815102710,2252854935,,,,,10846815103963,2252854964,,,,,,,,,,,,,1781877282578915000,0,1781877282575000000,599411,8575152,599411,8575152,6134959,5535548,766,782,15761,17309,224791,285532,4000000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,430,86,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712154,288230376151712154,235876031641372403,SKYAI_USDT,378,33,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,411,144115188075856283,1781877282583000000,1781877282584586615,1781877282584587021,1781877282584587631,1781877282583000000,1781877282584586615,10846815105488,1587631,1781877282584238000,1781877282584424887,2252855053,349631,5000000,20000000,true,-,1781877282584589874,1781877282585258546,1781877282587509258,1781877282587561006,1781877282584971000,1781877282584803000,1781877282584971000,168000,10846815105574,2252855053,10846815106005,2252855077,,,10846815106099,2252855077,,,,,,,,,,,,,1781877282587279000,0,1781877282586000000,668672,2919384,668672,2919384,2971132,2302460,406,610,2243,3259,287546,230258,1029000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,457,117,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712156,288230376151712156,235876031641373949,SKYAI_USDT,378,34,kLong,entry,kOpenLong,kBuy,false,kFilled,kUnknown,kUnknown,413,144115188075856285,1781877298841000000,1781877298842478448,1781877298842478904,1781877298842479699,1781877298841000000,1781877298842478448,10846816513248,1479699,1781877298834211000,1781877298834407979,2252857944,8268699,5000000,20000000,true,-,1781877298842487847,1781877298843098943,1781877298845629623,1781877298847354597,1781877298842834000,1781877298842691000,1781877298842834000,143000,10846816513354,2252857957,10846816513656,2252857989,,,10846816513918,2252858044,,,,,,,,,,,,,1781877298845362000,0,1781877298845000000,611096,3141776,611096,3141776,4866750,4255654,456,795,8148,9399,264943,267623,2166000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,459,99,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712157,288230376151712157,235876031641373985,SKYAI_USDT,378,34,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,414,144115188075856286,1781877298848000000,1781877298848966489,1781877298848967235,1781877298848967570,1781877298848000000,1781877298848966489,10846816514093,967570,1781877298847737000,1781877298847953161,2252858093,1230570,5000000,20000000,true,-,1781877298848969088,1781877298849525098,1781877298851594108,1781877298851684352,1781877298849258000,1781877298849154000,1781877298849258000,104000,10846816514093,2252858098,10846816514363,2252858098,,,10846816514363,2252858098,,,,,,,,,,,,,1781877298851371000,0,1781877298851000000,556010,2625020,556010,2625020,2715264,2159254,746,335,1518,2599,267098,223108,1742000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,469,93,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712159,288230376151712159,235876031641384559,SKYAI_USDT,378,35,kLong,entry,kOpenLong,kBuy,false,kFilled,kUnknown,kUnknown,416,144115188075856288,1781877357069000000,1781877357070259688,1781877357070260509,1781877357070260925,1781877357069000000,1781877357070259688,10846822362877,1260925,1781877357069500000,1781877357069727278,2252878637,760925,5000000,20000000,true,-,1781877357070273356,1781877357070894027,1781877357072947136,1781877357073217080,1781877357070618000,1781877357070481000,1781877357070618000,137000,10846822363054,2252878685,10846822363488,2252878737,,,10846822363488,2252878773,,,,,,,,,,,,,1781877357072709000,0,1781877357072000000,620671,2673780,620671,2673780,2943724,2323053,821,416,12431,13668,276027,238136,1382000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,431,84,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712160,288230376151712160,235876031641384646,SKYAI_USDT,378,35,kLong,exit,kCloseLong,kSell,true,kCancelled,kImmediateOrCancel,kUnknown,417,144115188075856289,1781877357075000000,1781877357075993034,1781877357075993562,1781877357075993876,1781877357075000000,1781877357075993034,10846822363872,993876,1781877357074968000,1781877357075192479,2252878859,1025876,5000000,20000000,true,-,1781877357075995658,1781877357076548228,1781877357077639384,1781877357077704472,1781877357076286000,1781877357076174000,1781877357076286000,112000,10846822363905,2252878885,10846822364055,2252878885,,,,,10846822364055,2252878885,,,,,,,,,,,1781877357077356000,0,1781877357077000000,552570,1643726,552570,1643726,1708814,1156244,528,314,1782,2624,262228,283384,714000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,446,92,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712161,288230376151712161,235876031641384664,SKYAI_USDT,378,35,kLong,exit,kCloseLong,kSell,true,kCancelled,kImmediateOrCancel,kUnknown,418,144115188075856290,1781877357077000000,1781877357078021454,1781877357078021956,1781877357078022239,1781877357077000000,1781877357078021454,10846822364092,1022239,1781877357075993000,1781877357076271759,2252878885,2029239,5000000,20000000,true,-,1781877357078023483,1781877357078647279,1781877357079586189,1781877357081833381,1781877357078364000,1781877357078226000,1781877357078364000,138000,10846822364124,2252878885,10846822364188,2252878892,,,,,10846822364326,2252878920,,,,,,,,,,,1781877357079365000,0,1781877357079000000,623796,1562706,623796,1562706,3809898,3186102,502,283,1244,2029,283279,221189,636000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,467,112,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712162,288230376151712162,235876031641384688,SKYAI_USDT,378,35,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,419,144115188075856291,1781877357081000000,1781877357082583518,1781877357082584036,1781877357082584250,1781877357081000000,1781877357082583518,10846822364400,1584250,1781877357079469000,1781877357079666872,2252878920,3115250,5000000,20000000,true,-,1781877357082585502,1781877357083179385,1781877357084219224,1781877357084295736,1781877357082910000,1781877357082759000,1781877357082910000,151000,10846822364434,2252878946,10846822364486,2252878951,,,10846822364486,2252878951,,,,,,,,,,,,,1781877357083969000,0,1781877357083000000,593883,1633722,593883,1633722,1710234,1116351,518,214,1252,1984,269385,250224,90000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,482,113,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712172,288230376151712172,235876031641388672,SKYAI_USDT,378,36,kLong,entry,kOpenLong,kBuy,false,kFilled,kUnknown,kUnknown,429,144115188075856301,1781877385113000000,1781877385114485518,1781877385114486127,1781877385114486487,1781877385113000000,1781877385114485518,10846826669570,1486487,1781877385112822000,1781877385113036928,2252886685,1664487,5000000,20000000,true,-,1781877385114496932,1781877385115192586,1781877385116151298,1781877385116348882,1781877385114907000,1781877385114743000,1781877385114907000,164000,10846826669585,2252886721,10846826669749,2252886736,,,10846826669749,2252886736,,,,,,,,,,,,,1781877385115908000,0,1781877385115000000,695654,1654366,695654,1654366,1851950,1156296,609,360,10445,11414,285586,243298,93000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,1270,1263,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712173,288230376151712173,235876031641388810,SKYAI_USDT,378,36,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,430,144115188075856302,1781877385484000000,1781877385484973534,1781877385484974081,1781877385484974336,1781877385484000000,1781877385484973534,10846826698498,974336,1781877385464134000,1781877385464340028,2252886949,20840336,5000000,20000000,true,-,1781877385484977828,1781877385485632346,1781877385487317116,1781877385487604751,1781877385485344000,1781877385485202000,1781877385485344000,142000,10846826698558,2252886949,10846826698696,2252886976,,,10846826698741,2252886976,,,,,,,,,,,,,1781877385487060000,0,1781877385486000000,654518,2339288,654518,2339288,2626923,1972405,547,255,3492,4294,288346,257116,656000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,1191,1105,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712174,288230376151712174,235876031641392464,SKYAI_USDT,378,37,kLong,entry,kOpenLong,kBuy,false,kPartiallyCancelled,kImmediateOrCancel,kUnknown,431,144115188075856303,1781877397463000000,1781877397463970468,1781877397463970979,1781877397463972125,1781877397463000000,1781877397463970468,10846827809547,972125,1781877397461740000,1781877397461942250,2252894097,2232125,5000000,20000000,true,-,1781877397463987035,1781877397464577916,1781877397465670736,1781877397465936822,1781877397464304000,1781877397464188000,1781877397464304000,116000,10846827809601,2252894097,10846827809698,2252894097,,,,,10846827809698,2252894097,,,,,,,,,,,1781877397465431000,0,1781877397465000000,590881,1683701,590881,1683701,1949787,1358906,511,1146,14910,16567,273916,239736,696000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,877,742,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712175,288230376151712175,235876031641392849,SKYAI_USDT,378,37,kLong,exit,kCloseLong,kSell,true,kFilled,kUnknown,kUnknown,432,144115188075856304,1781877397995000000,1781877397996061907,1781877397996062441,1781877397996062691,1781877397995000000,1781877397996061907,10846827892143,1062691,1781877397995157000,1781877397995339114,2252894874,905691,5000000,20000000,true,-,1781877397996066762,1781877397996888914,1781877397997921035,1781877397998039002,1781877397996591000,1781877397996259000,1781877397996591000,332000,10846827892183,2252894874,10846827892367,2252894874,,,10846827892367,2252894874,,,,,,,,,,,,,1781877397997653000,0,1781877397997000000,822152,1854273,822152,1854273,1972240,1150088,534,250,4071,4855,297914,268035,409000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,869,572,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,20260619_095317_28symbols_no_h_30d_fusion_off_l0_live:288230376151712176,288230376151712176,235876031641398399,SKYAI_USDT,378,38,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,433,144115188075856305,1781877405912000000,1781877405912480431,1781877405912480840,1781877405912481636,1781877405912000000,1781877405912480431,10846828536199,481636,1781877405911067000,1781877405911266040,2252905550,1414636,5000000,20000000,true,-,1781877405912491965,1781877405913161625,1781877405914382472,1781877405914426327,1781877405912867000,1781877405912680000,1781877405912867000,187000,10846828536244,2252905551,10846828536339,2252905569,,,,,10846828536339,2252905569,,,,,,,,,,,1781877405914138000,0,1781877405913000000,669660,1890507,669660,1890507,1934362,1264702,409,796,10329,11534,294625,244472,133000,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,745,410,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,
