run_id,signal_index,log_time,trigger_ticker_id,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,symbol,symbol_id,signal_role,action,side,reduce_only,signal_position_id,raw_price,local_order_id,request_sequence,request_send_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,exchange_order_id,order_role,order_position_id,position_event,position_direction,order_price,price_tick,slippage_ticks,quantity,status,cumulative_filled_quantity,average_fill_price,exec_slippage_ticks,ack_rtt_ns,order_finished_local_ns,warnings
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,1,2026-06-02 06:00:00.083248594,10685929980015,kBinance,15,1780380000082000000,7579054223711376,1780380000083246541,1780380000083247611,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,18.6769,288230376151711745,2,1780380000083259661,1772800945859535165,1070,12050,1772800945859548285,281193503369931577,entry,1,kEntrySubmit,kShort,18.6719,1e-05,500,1,kCancelled,0,0,,7490231,1780380000231844485,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,2,2026-06-02 06:00:00.309162919,10685930016737,kBinance,15,1780380000308000000,7579054449627446,1780380000309162605,1780380000309162866,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,18.63063,288230376151711746,3,1780380000309165257,1772800945859535159,261,2391,1772800945859537811,281193503369932180,entry,2,kEntrySubmit,kShort,18.62563,1e-05,500,1,kCancelled,0,0,,488578,1780380000465915986,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,3,2026-06-02 06:06:11.743008470,10685973409562,kBinance,15,1780380371742000000,7579425883471026,1780380371743006366,1780380371743007415,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,18.76205,288230376151711747,4,1780380371743019479,1772800945859535340,1049,12064,1772800945859548453,281193503370079661,entry,3,kEntrySubmit,kShort,18.75705,1e-05,500,1,kCancelled,0,0,,512836,1780380371754204756,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,4,2026-06-02 06:06:22.541226647,10685974687099,kBinance,15,1780380382540000000,7579436681690235,1780380382541225599,1780380382541226394,LAB_USDT,15,kLead,kOpenLong,kBuy,false,0,18.63652,288230376151711748,5,1780380382541233634,1772800945859535364,795,7240,1772800945859543399,281193503370092270,entry,4,kEntrySubmit,kLong,18.64152,1e-05,500,1,kFilled,1,18.636997,47.7,503218,1780380382542993182,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,5,2026-06-02 06:06:37.611699997,10685976188581,kBinance,15,1780380397610000000,7579451752163957,1780380397611699405,1780380397611699824,LAB_USDT,15,kLead,kCloseLong,kSell,true,4,18.5775,288230376151711749,6,1780380397611706836,1772800945859535448,419,7012,1772800945859542879,281193503370103826,exit,4,kExitSubmit,kLong,18.5725,1e-05,500,1,kPartiallyCancelled,0.6,18.5769,60,466247,1780380397613512566,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,6,2026-06-02 06:06:40.067120843,10685976398271,kBinance,15,1780380400066000000,7579454207584885,1780380400067120274,1780380400067120707,LAB_USDT,15,kLead,kCloseLong,kSell,true,4,18.5619,288230376151711750,7,1780380400067124733,1772800945859535389,433,4026,1772800945859539848,281193503370104984,exit,4,kExitSubmit,kLong,18.5569,1e-05,500,0.4,kFilled,0.4,18.56191,-1,550628,1780380400068902814,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,7,2026-06-02 06:07:25.404207422,10685981485368,kBinance,15,1780380445403000000,7579499544669600,1780380445404205196,1780380445404206720,LAB_USDT,15,kLead,kOpenLong,kBuy,false,0,18.49565,288230376151711751,8,1780380445404217871,1772800945859535596,1524,11151,1772800945859548271,281193503370136442,entry,5,kEntrySubmit,kLong,18.50065,1e-05,500,1,kCancelled,0,0,,505714,1780380445415831312,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,8,2026-06-02 06:09:24.490851505,10685994900511,kBinance,15,1780380564490000000,7579618631313569,1780380564490849163,1780380564490850656,LAB_USDT,15,kLead,kOpenLong,kBuy,false,0,17.90932,288230376151711752,9,1780380564490861892,1772800945859535594,1493,11236,1772800945859548323,281193503370227942,entry,6,kEntrySubmit,kLong,17.91432,1e-05,500,1.1,kCancelled,0,0,,532085,1780380564497275977,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,9,2026-06-02 06:11:23.436180652,10686007779000,kBinance,15,1780380683435000000,7579737576643573,1780380683436178915,1780380683436179982,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,17.71879,288230376151711753,10,1780380683436191541,1772800945859535342,1067,11559,1772800945859547968,281193503370333715,entry,7,kEntrySubmit,kShort,17.71379,1e-05,500,1.1,kFilled,1.1,17.7193754,-58.54,14047506,1780380683458156709,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,10,2026-06-02 06:11:25.932116793,3208423130,kGate,15,1780380685931026000,7579740072581332,1780380685932116199,1780380685932116485,LAB_USDT,15,kLag,kCloseShort,kBuy,true,7,17.69195,288230376151711754,11,1780380685932121463,1772800945859534867,286,4978,1772800945859540131,281193503370336924,exit,7,kExitSubmit,kShort,17.69695,1e-05,500,1.1,kFilled,1.1,17.6581145,-3383.55,1155700,1780380685944851195,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,11,2026-06-02 06:11:26.965298593,10686008344331,kBinance,15,1780380686964000000,7579741105762666,1780380686965297919,1780380686965298273,LAB_USDT,15,kLead,kOpenShort,kSell,false,0,17.59831,288230376151711755,12,1780380686965302308,1772800945859535253,354,4035,1772800945859539642,281193503370339780,entry,8,kEntrySubmit,kShort,17.59331,1e-05,500,1.1,kPartiallyCancelled,0.10000000000000009,17.59831,0,525228,1780380686967035682,
20260602_054815_lab_usdt_2000notional_500ticks_private_openended,12,2026-06-02 06:11:28.391020587,10686008596230,kBinance,15,1780380688390000000,7579742531484787,1780380688391020272,1780380688391020532,LAB_USDT,15,kLead,kCloseShort,kBuy,true,8,17.57343,288230376151711756,13,1780380688391023502,1772800945859535485,260,2970,1772800945859538715,281193503370341672,exit,8,kExitSubmit,kShort,17.57843,1e-05,500,0.1,kCancelled,0,0,,533341,1780380688393690975,
