run_id,position_key,symbol,symbol_id,position_id,position_direction,status,entry_local_order_id,exit_local_order_id,entry_exchange_order_id,exit_exchange_order_id,entry_lead_exchange_ns,entry_lead_local_ns,entry_lead_freshness_ns,entry_lag_exchange_ns,entry_lag_local_ns,entry_lag_freshness_ns,exit_lead_exchange_ns,exit_lead_local_ns,exit_lead_freshness_ns,exit_lag_exchange_ns,exit_lag_local_ns,exit_lag_freshness_ns,entry_ns,exit_ns,holding_ns,entry_side,exit_side,entry_raw_price,exit_raw_price,entry_order_price,exit_order_price,entry_price,exit_price,entry_volume,exit_volume,matched_volume,remaining_entry_volume,contract_multiplier,entry_notional,exit_notional,gross_pnl,entry_fee_quote_estimated,exit_fee_quote_estimated,total_fee_quote_estimated,net_pnl,entry_ack_rtt_ns,exit_ack_rtt_ns,entry_fee_source,exit_fee_source,warnings
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:7:288230376151711847,AIA_USDT,14,7,kShort,closed,288230376151711845,288230376151711847,273593678590328106,273593678590329105,1780556714915000000,,,1780556714214533000,,,1780556729040000000,,,1780556729025418000,,,1780556714920126594,1780556729055291529,14135164935,kSell,kBuy,0.0685,0.06853,0.06848,0.06855,0.06848,0.0685318,32,32,32,0,10,21.9136,21.930176,-0.016576,0.00438272,0.0043860352,0.0087687552,-0.0253447552,648283,1008161,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:11:288230376151712120,AIA_USDT,14,11,kShort,partial_closed,288230376151712119,288230376151712120,273593678590409698,273593678590410193,1780559750532000000,,,1780559750532949000,,,1780559755202000000,,,1780559751683523000,,,1780559750535316454,1780559755204748537,4669432083,kSell,kBuy,0.06824,0.06839,0.06822,0.06841,0.068228,0.06839,26,26,26,100,10,17.73928,17.7814,-0.04212,0.003547856,0.00355628,0.007104136,-0.049224136,533246,632877,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:11:288230376151712122,AIA_USDT,14,11,kShort,partial_closed,288230376151712119,288230376151712122,273593678590409698,273593678590410333,1780559750532000000,,,1780559750532949000,,,1780559760492000000,,,1780559758720099000,,,1780559750535316454,1780559760540097578,10004781124,kSell,kBuy,0.06824,0.06844,0.06822,0.06846,0.068228,0.06844,27,27,27,73,10,18.42156,18.4788,-0.05724,0.003684312,0.00369576,0.007380072,-0.064620072,533246,689963,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:11:288230376151712123,AIA_USDT,14,11,kShort,closed,288230376151712119,288230376151712123,273593678590409698,273593678590410365,1780559750532000000,,,1780559750532949000,,,1780559760595000000,,,1780559760590684000,,,1780559750535316454,1780559760636053014,10100736560,kSell,kBuy,0.06824,0.06847,0.06822,0.06849,0.068228,0.06848,73,73,73,0,10,49.80644,49.9904,-0.18396,0.009961288,0.00999808,0.019959368,-0.203919368,533246,677864,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:12:288230376151712147,AIA_USDT,14,12,kShort,closed,288230376151712146,288230376151712147,273593678590414314,273593678590414363,1780560012333000000,,,1780560012280013000,,,1780560013258000000,,,1780560013135726000,,,1780560012335782661,1780560013262348533,926565872,kSell,kBuy,0.06847,0.06845,0.06845,0.06847,0.06847,0.06845,146,146,146,0,10,99.9662,99.937,0.0292,0.01999324,0.0199874,0.03998064,-0.01078064,727636,565289,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:13:288230376151712260,AIA_USDT,14,13,kShort,closed,288230376151712259,288230376151712260,273593678590446788,273593678590447176,1780561735968000000,,,1780561735966938000,,,1780561737085000000,,,1780561737096216000,,,1780561735971608490,1780561737098594357,1126985867,kSell,kBuy,0.06999,0.06976,0.06997,0.06978,0.06999,0.06976,26,26,26,0,10,18.1974,18.1376,0.0598,0.00363948,0.00362752,0.007267,0.052533,635617,625089,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:15:288230376151712263,AIA_USDT,14,15,kShort,closed,288230376151712262,288230376151712263,273593678590447553,273593678590447895,1780561738396000000,,,1780561738396856000,,,1780561738601000000,,,1780561738647738000,,,1780561738399387910,1780561738649741460,250353550,kSell,kBuy,0.06943,0.06924,0.06941,0.06926,0.06943,0.06923,26,26,26,0,10,18.0518,17.9998,0.052,0.00361036,0.00359996,0.00721032,0.04478968,565664,621659,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:17:288230376151712276,AIA_USDT,14,17,kShort,closed,288230376151712275,288230376151712276,273593678590459959,273593678590460427,1780561882012000000,,,1780561882012523000,,,1780561891551000000,,,1780561891412868000,,,1780561882016615475,1780561891554238549,9537623074,kSell,kBuy,0.07105,0.07128,0.07103,0.0713,0.07105,0.07129,2,2,2,0,10,1.421,1.4258,-0.0048,0.0002842,0.00028516,0.00056936,-0.00536936,1380362,559671,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:31:288230376151712365,AIA_USDT,14,31,kShort,closed,288230376151712364,288230376151712365,273593678590515352,273593678590515839,1780563181285000000,,,1780563181189715000,,,1780563192074000000,,,1780563191946726000,,,1780563181288305313,1780563192077945225,10789639912,kSell,kBuy,0.0745,0.07467,0.07448,0.07469,0.0745,0.07467,2,2,2,0,10,1.49,1.4934,-0.0034,0.000298,0.00029868,0.00059668,-0.00399668,637516,667404,config_estimated,config_estimated,
20260604_0646_30symbols_30d_private,20260604_0646_30symbols_30d_private:14:214:288230376151714025,AIA_USDT,14,214,kShort,closed,288230376151714021,288230376151714025,273593678591301244,273593678591301950,1780571963710000000,,,1780571963710527000,,,1780571965406000000,,,1780571965407404000,,,1780571963714176888,1780571965409227038,1695050150,kSell,kBuy,0.06094,0.06107,0.06092,0.06109,0.060925,0.061075,54,54,54,0,10,32.8995,32.9805,-0.081,0.0065799,0.0065961,0.013176,-0.094176,595887,542273,config_estimated,config_estimated,
