run_id,local_order_id,exchange_order_id,symbol,symbol_id,order_role,status,side,order_price,price_tick,slippage_ticks,signal_lag_id,signal_lag_local_ns,signal_lag_age_ns,request_send_local_ns,place_creation_exchange_ns,terminal_event,terminal_exchange_ns,window_duration_ns,signal_marketability,creation_marketability,window_marketability,terminal_marketability,marketability_observation,bbo_records_at_creation,bbo_records_in_window,bbo_records_at_terminal,first_no_cross_after_send_ns,first_no_cross_opposite_price,missing_reason
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567784,1463533780511371266,1000XECUSDT,494,entry,kCancelled,kBuy,0.007467,1e-06,1,429860645239,1784659565091248045,400153,1784659565091409442,1784659565093000000,cancel,1784659565095000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,141717,0.007468,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567785,1463534658844766213,1000XECUSDT,494,entry,kCancelled,kSell,0.007476,1e-06,1,429866264725,1784659774379861938,123477004,1784659774502487787,1784659774504000000,cancel,1784659774505000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,7,1,671448,0.007475,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567786,1463535464000139273,RAVEUSDT,347,entry,kCancelled,kSell,0.28766,1e-05,6,664790430470,1784659966466578157,650009,1784659966466661128,1784659966468000000,cancel,1784659966470000000,2000000,all_cross,all_cross,mixed,no_cross,indeterminate,1,8,1,2884069,0.28762,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567787,1463536980253618179,1000XECUSDT,494,entry,kCancelled,kBuy,0.007458,1e-06,1,429880552568,1784660327968356824,1464399,1784660327969476007,1784660327971000000,cancel,1784660327973000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,10,1,586622,0.007461,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567788,1463537282696491020,SKHYUSDT,502,entry,kCancelled,kSell,170.53,0.01,3,429882239960,1784660400077544247,759358,1784660400077770591,1784660400079000000,cancel,1784660400081000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,24,1,1255485,170.52,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567789,1463538559845281792,KAITOUSDT,236,entry,kCancelled,kBuy,0.9765,0.0001,2,200293105822,1784660704573295150,600180,1784660704573611429,1784660704575000000,cancel,1784660704577000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,9,1,207085,0.9767,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567790,1463538960191598608,DEXEUSDT,135,entry,kCancelled,kSell,7.672,0.001,7,429893459659,1784660799978888734,45600781,1784660800023610874,1784660800025000000,cancel,1784660800027000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,9,1,822467,7.671,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567791,1463540653121744910,SKHYUSDT,502,entry,kCancelled,kSell,170.44,0.01,3,429904512585,1784661203649267612,444166,1784661203649454508,1784661203651000000,cancel,1784661203653000000,2000000,all_cross,no_cross,mixed,no_cross,indeterminate,1,28,1,2016306,170.43,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567792,1463542642429800450,BTWUSDT,95,entry,kCancelled,kSell,0.076194,1e-06,13,429917633546,1784661677936731409,1541569,1784661677937554810,1784661677939000000,cancel,1784661677941000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,2,1,197397,0.076182,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567793,1463543029215932420,BCHUSDT,70,entry,kCancelled,kBuy,223.77,0.01,4,374432356643,1784661769785599497,369106652,1784661770154117066,1784661770156000000,cancel,1784661770158000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,21,1,915478,223.78,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567794,1463543272540090368,BASUSDT,67,entry,kCancelled,kBuy,0.028097,1e-06,5,374432693672,1784661828167080298,1088081,1784661828167094794,1784661828169000000,cancel,1784661828170000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,143752,0.028112,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567795,1463543336876519424,USUSDT,445,entry,kCancelled,kSell,0.041633,1e-06,9,664809931381,1784661843464452685,41934180,1784661843505942815,1784661843508000000,cancel,1784661843509000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,7,1,1492004,0.0416,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567796,1463546191956029442,BTWUSDT,95,entry,kCancelled,kBuy,0.074885,1e-06,13,429941578337,1784662524209581363,1419183,1784662524210426980,1784662524212000000,cancel,1784662524214000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,5,1,1245995,0.075099,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567797,1463546492951867392,SKHYUSDT,502,entry,kCancelled,kSell,171.33,0.01,3,429943784544,1784662595972766926,1111085,1784662595973120899,1784662595975000000,cancel,1784662595976000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,6,1,110303,171.32,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567798,1463546710946623488,SKHYNIXUSDT,501,entry,kCancelled,kSell,1325.82,0.01,25,429945311592,1784662647705517448,242199935,1784662647947210410,1784662647949000000,cancel,1784662647950000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,21,1,1085897,1325.78,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567799,1463547573844979714,TACUSDT,411,entry,kCancelled,kBuy,0.0031,1e-06,1,374439200887,1784662853666950386,12393449,1784662853678403837,1784662853680000000,cancel,1784662853682000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,650714,0.003101,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567800,1463548112431362049,1000XECUSDT,494,entry,kCancelled,kBuy,0.0075,1e-06,1,429954724963,1784662982064698461,22962603,1784662982086972283,1784662982089000000,cancel,1784662982090000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,6,1,635842,0.007502,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567801,1463548193347874816,ZECUSDT,480,entry,kCancelled,kBuy,532.47,0.01,11,429955176632,1784663001378821992,1122385,1784663001379131872,1784663001381000000,cancel,1784663001382000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,10,1,82530,532.49,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567802,1463548593631277060,BASUSDT,67,entry,kCancelled,kBuy,0.028158,1e-06,5,374440574392,1784663096748937774,66954778,1784663096814965536,1784663096817000000,cancel,1784663096818000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,2,1,2025355,0.028159,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567803,1463549435507781633,DEXEUSDT,135,entry,kCancelled,kBuy,7.691,0.001,7,429963312919,1784663297489314399,43552342,1784663297532563313,1784663297535000000,cancel,1784663297537000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,19,1,399477,7.692,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567804,1463549866791284755,DRAMUSDT,495,entry,kFilled,kBuy,58.84,0.01,1,429965969663,1784663400354627483,5134123,1784663400359144697,1784663400361000000,exec,1784663400363000000,2000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,3,1,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567805,1463549866854199309,DRAMUSDT,495,exit,kFilled,kSell,58.81,0.01,1,429965973234,1784663400369356100,5387473,1784663400374390190,1784663400376000000,exec,1784663400377000000,1000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,2,1,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567806,1463549867739197445,SNDKUSDT,503,entry,kFilled,kBuy,1570.08,0.01,32,429966020225,1784663400584370883,1310155,1784663400585315339,1784663400587000000,exec,1784663400589000000,2000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,10,1,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567807,1463549867764363276,SNDKUSDT,503,exit,kFilled,kSell,1569.34,0.01,32,429966021377,1784663400591801399,802237,1784663400591805152,1784663400593000000,exec,1784663400595000000,2000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,3,1,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567808,1463550662509473802,SNDKUSDT,503,entry,kCancelled,kSell,1578.73,0.01,32,429972529943,1784663590073292765,440159,1784663590073452189,1784663590075000000,cancel,1784663590077000000,2000000,all_cross,all_cross,mixed,no_cross,indeterminate,1,12,1,427635,1578.69,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567809,1463550872438583302,SNDKUSDT,503,entry,kCancelled,kSell,1582.78,0.01,32,429974115570,1784663640124053450,1062857,1784663640124073686,1784663640126000000,cancel,1784663640127000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,19,1,660951,1582.76,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567810,1463555219343945766,DEXEUSDT,135,entry,kCancelled,kBuy,7.842,0.001,7,430004046463,1784664676484074839,24107180,1784664676507119512,1784664676509000000,cancel,1784664676511000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,5,1,2444166,7.842,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567811,1463555238960705615,DEXEUSDT,135,entry,kCancelled,kBuy,7.926,0.001,7,430004141124,1784664680853831217,331782747,1784664681184792762,1784664681186000000,cancel,1784664681188000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,53,1,787584,7.927,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567812,1463556334923952137,RAVEUSDT,347,entry,kCancelled,kBuy,0.29193,1e-05,6,664844801965,1784664942437941671,45967190,1784664942482979230,1784664942485000000,cancel,1784664942486000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,7,1,748028,0.292,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567813,1463556338044514312,1000XECUSDT,494,entry,kCancelled,kBuy,0.007454,1e-06,1,430009462934,1784664943226267703,460900,1784664943226467181,1784664943228000000,cancel,1784664943230000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,3,1,426634,0.007456,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567814,1463556405241458692,DEXEUSDT,135,entry,kCancelled,kSell,7.876,0.001,7,430009766215,1784664959247471077,764580,1784664959247774285,1784664959249000000,cancel,1784664959251000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,22,1,363873,7.875,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567815,1463556419086856208,SLXUSDT,381,entry,kCancelled,kBuy,0.1082,0.0001,1,430009834664,1784664962350596895,198930125,1784664962548939476,1784664962551000000,cancel,1784664962552000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,1202873,0.1083,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567816,1463556910780919813,TACUSDT,411,entry,kCancelled,kSell,0.003143,1e-06,1,374452602855,1784665079770551035,7560933,1784665079777571296,1784665079779000000,cancel,1784665079781000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,2025362,0.003142,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567817,1463558026008604672,SLXUSDT,381,entry,kCancelled,kBuy,0.1084,0.0001,1,430015950423,1784665345186311849,482301515,1784665345668311982,1784665345670000000,cancel,1784665345671000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,2,1,1068009,0.1084,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567818,1463558656735457282,UBUSDT,438,entry,kCancelled,kSell,0.10271,1e-05,2,374454734739,1784665496045217626,550559,1784665496045562347,1784665496047000000,cancel,1784665496049000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,1,1,1841973,0.1027,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567819,1463560518947713030,1000XECUSDT,494,entry,kCancelled,kBuy,0.007519,1e-06,1,430025783993,1784665940031527320,560019,1784665940031566830,1784665940033000000,cancel,1784665940035000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,10,1,29917,0.007523,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567820,1463560519643967492,1000XECUSDT,494,entry,kCancelled,kBuy,0.007525,1e-06,1,430025786137,1784665940111927131,86094880,1784665940197099913,1784665940199000000,cancel,1784665940200000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,94,1,2825887,0.007526,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567821,1463561728274608132,BTWUSDT,95,entry,kCancelled,kSell,0.073284,1e-06,13,430031934919,1784666228104681448,253212715,1784666228357224686,1784666228359000000,cancel,1784666228360000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,1,1,1159429,0.073211,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567822,1463561924282822658,0GUSDT,0,entry,kCancelled,kBuy,0.1867,0.0001,1,374458840261,1784666275088346139,1008433,1784666275089018683,1784666275091000000,cancel,1784666275092000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,3,1,619813,0.1868,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567823,1463564643244584960,RAVEUSDT,347,entry,kCancelled,kBuy,0.29298,1e-05,6,664861053483,1784666923339336504,877325,1784666923339889034,1784666923342000000,cancel,1784666923343000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,5,1,1331805,0.29303,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567824,1463565080026820617,KAITOUSDT,236,entry,kCancelled,kBuy,0.9583,0.0001,2,200307263122,1784667027373406908,104874673,1784667027477885724,1784667027479000000,cancel,1784667027481000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,12,1,1396553,0.9584,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567825,1463565326756753412,KORUUSDT,497,entry,kCancelled,kBuy,22.012,0.001,4,430047593232,1784667086161776999,141959269,1784667086302969224,1784667086305000000,cancel,1784667086306000000,1000000,all_cross,missing,missing,no_cross,indeterminate,0,0,1,3306938,22.016,missing_creation_bbo
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567826,1463567170165944320,UBUSDT,438,entry,kCancelled,kSell,0.10199,1e-05,2,374464592929,1784667525801696086,4230181,1784667525805241495,1784667525807000000,cancel,1784667525808000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,5,1,702919,0.10195,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567827,1463567573003677716,TACUSDT,411,entry,kCancelled,kSell,0.00323,1e-06,1,374465146192,1784667621849801856,1021639,1784667621850028652,1784667621851000000,cancel,1784667621853000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,9,1,114331,0.003229,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567828,1463568735564083208,SNDKUSDT,503,entry,kFilled,kBuy,1630.32,0.01,32,430063954604,1784667899025887931,897291,1784667899025907905,1784667899027000000,exec,1784667899029000000,2000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,6,1,9091673,1630.4,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567829,1463568754694303747,SNDKUSDT,503,exit,kCancelled,kSell,1630.07,0.01,32,430064047537,1784667903077045630,510468164,1784667903586477011,1784667903588000000,cancel,1784667903589000000,1000000,all_cross,all_cross,mixed,no_cross,indeterminate,1,7,1,3113594,1629.99,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567830,1463568763980492802,SNDKUSDT,503,exit,kFilled,kSell,1629.99,0.01,64,430064094617,1784667905800415902,416595,1784667905800423663,1784667905802000000,exec,1784667905803000000,1000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,1,1,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567831,1463568981920722944,ALLOUSDT,25,entry,kCancelled,kSell,0.47892,1e-05,8,430065338847,1784667957296247550,466111799,1784667957761122436,1784667957763000000,cancel,1784667957764000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,1158589,0.47886,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567832,1463569093795393537,ALLOUSDT,25,entry,kCancelled,kSell,0.47782,1e-05,8,430066123983,1784667984256796272,178342284,1784667984434352148,1784667984436000000,cancel,1784667984437000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,8,1,376002,0.47774,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567833,1463569442283335707,SNDKUSDT,503,entry,kCancelled,kBuy,1630.03,0.01,32,430068089665,1784668067505682724,15630579,1784668067520641026,1784668067522000000,cancel,1784668067524000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,27,1,503727,1630.11,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567834,1463570056732094464,1000XECUSDT,494,entry,kCancelled,kSell,0.007525,1e-06,1,430071160114,1784668214014707893,1969181,1784668214015976016,1784668214018000000,cancel,1784668214019000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,9,1,651109,0.007523,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567835,1463570311024357377,DEXEUSDT,135,entry,kCancelled,kSell,7.978,0.001,7,430072361388,1784668274522853498,122159809,1784668274644169957,1784668274646000000,cancel,1784668274647000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,9,1,808733,7.976,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567836,1463570365139267598,DEXEUSDT,135,entry,kCancelled,kSell,7.946,0.001,7,430072595998,1784668287512596389,34981029,1784668287546991380,1784668287548000000,cancel,1784668287550000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,18,1,879149,7.945,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567837,1463571911440740358,KAITOUSDT,236,entry,kCancelled,kBuy,0.9557,0.0001,2,200310552340,1784668656213262603,471392,1784668656213482639,1784668656215000000,cancel,1784668656217000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,16,1,96780,0.956,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567838,1463572203263635461,KAITOUSDT,236,entry,kCancelled,kBuy,0.969,0.0001,2,200310712238,1784668725759967633,30419506,1784668725789429085,1784668725791000000,cancel,1784668725793000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,5,1,1342517,0.9696,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567839,1463572250139176971,KAITOUSDT,236,entry,kCancelled,kBuy,0.9744,0.0001,2,200310743689,1784668736965547588,967733,1784668736965976051,1784668736968000000,cancel,1784668736969000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,105081,0.9746,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567840,1463575054572466184,DEXEUSDT,135,entry,kCancelled,kSell,7.835,0.001,7,430092770772,1784669405594482773,579618,1784669405594591602,1784669405596000000,cancel,1784669405598000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,17,1,109718,7.834,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567841,1463575435268468737,SNDKUSDT,503,entry,kFilled,kSell,1636.08,0.01,32,430094280528,1784669496294615914,65462024,1784669496359473264,1784669496361000000,exec,1784669496363000000,2000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,35,1,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567842,1463575485537202176,SNDKUSDT,503,exit,kFilled,kBuy,1635.55,0.01,32,430094501725,1784669508344042582,1043438,1784669508344051536,1784669508346000000,exec,1784669508347000000,1000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,2,1,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567843,1463575750038401034,RAVEUSDT,347,entry,kFilled,kBuy,0.28643,1e-05,6,664886512480,1784669571405960951,1511331,1784669571406520793,1784669571408000000,exec,1784669571410000000,2000000,all_cross,no_cross,mixed,all_cross,marketable_observed,1,6,1,1975668,0.28644,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567844,1463575750252310528,RAVEUSDT,347,exit,kFilled,kSell,0.28699,1e-05,6,664886514966,1784669571457349189,350064,1784669571457353297,1784669571459000000,exec,1784669571460000000,1000000,all_cross,all_cross,all_cross,all_cross,marketable_observed,1,2,1,7646792,0.28692,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567845,1463575899477258249,WLDUSDT,460,entry,kCancelled,kSell,0.3778,0.0001,1,374474999647,1784669606961827915,74824624,1784669607035834911,1784669607037000000,cancel,1784669607039000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,12,1,454915,0.3777,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567846,1463576449748971537,BCHUSDT,70,entry,kCancelled,kBuy,224.32,0.01,4,374475588429,1784669738229971209,1186940,1784669738230197684,1784669738232000000,cancel,1784669738233000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,3,1,501497,224.33,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567847,1463579091548123145,MUUSDT,499,entry,kCancelled,kSell,985.1,0.01,18,430106927587,1784670368081464983,3507409,1784670368084519305,1784670368086000000,cancel,1784670368088000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,26,1,1252272,985.08,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567848,1463581378911809537,USUSDT,445,entry,kCancelled,kSell,0.041279,1e-06,9,664907022891,1784670913428277528,6508800,1784670913434521258,1784670913436000000,cancel,1784670913438000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,2,1,28569,0.041274,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567849,1463582318955999257,USUSDT,445,entry,kCancelled,kBuy,0.041515,1e-06,9,664910258051,1784671137539059004,20748773,1784671137558759912,1784671137560000000,cancel,1784671137562000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,6,1,1361861,0.04152,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567850,1463583196442144769,BTWUSDT,95,entry,kCancelled,kSell,0.074589,1e-06,13,430124479957,1784671346466907471,301140121,1784671346767151731,1784671346769000000,cancel,1784671346770000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,1,1,1142033,0.074494,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567851,1463585438117277701,TACUSDT,411,entry,kCancelled,kSell,0.003253,1e-06,1,374486067263,1784671881117282982,107005721,1784671881224016905,1784671881226000000,cancel,1784671881227000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,13,1,995158,0.003252,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567852,1463585502504038407,ALLOUSDT,25,entry,kCancelled,kSell,0.48125,1e-05,8,430137117122,1784671896082517451,493902011,1784671896575912255,1784671896577000000,cancel,1784671896579000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,8,1,1754846,0.48123,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567853,1463586227439153155,SAMSUNGUSDT,500,entry,kCancelled,kBuy,185.53,0.01,3,430140219228,1784672069411757219,2407589,1784672069413419306,1784672069415000000,cancel,1784672069417000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,2,1,1903446,185.54,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567854,1463586251690618887,BASUSDT,67,entry,kCancelled,kSell,0.028997,1e-06,5,374487016571,1784672075195848211,869104,1784672075195876101,1784672075197000000,cancel,1784672075199000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,39029,0.028983,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567855,1463586542209085440,VELVETUSDT,449,entry,kCancelled,kBuy,0.52955,1e-05,11,374487336134,1784672144460055992,1112880,1784672144460119529,1784672144462000000,cancel,1784672144463000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,3,1,2011,0.52957,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567856,1463589183899185154,ALLOUSDT,25,entry,kCancelled,kSell,0.48374,1e-05,8,430152204296,1784672774288108352,1394126,1784672774288402461,1784672774290000000,cancel,1784672774292000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,14,1,142293,0.48372,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567857,1463591223371116546,1000XECUSDT,494,entry,kCancelled,kSell,0.007302,1e-06,1,430160381334,1784673260482445009,54702471,1784673260536714851,1784673260538000000,cancel,1784673260540000000,2000000,all_cross,missing,missing,no_cross,indeterminate,0,0,1,2768743,0.007301,missing_creation_bbo
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567858,1463591341373665284,BASUSDT,67,entry,kCancelled,kSell,0.028855,1e-06,5,374492705871,1784673288193775614,477084791,1784673288670095686,1784673288673000000,cancel,1784673288674000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,1,1,1682143,0.028845,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567859,1463591429198196787,DEXEUSDT,135,entry,kCancelled,kBuy,5.955,0.001,7,430161305831,1784673309602669925,7483875,1784673309609493351,1784673309611000000,cancel,1784673309613000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,10,1,1958101,5.956,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567860,1463591495682109443,BTWUSDT,95,entry,kCancelled,kBuy,0.072706,1e-06,13,430161652622,1784673325457430821,3489989,1784673325460499939,1784673325462000000,cancel,1784673325464000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,679226,0.072782,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567861,1463591726247194660,DEXEUSDT,135,entry,kCancelled,kSell,5.917,0.001,7,430162632744,1784673380431817420,833965,1784673380431844874,1784673380433000000,cancel,1784673380435000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,27,1,576358,5.916,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567862,1463592676395462661,TACUSDT,411,entry,kCancelled,kBuy,0.003251,1e-06,1,374494111203,1784673606963926664,940335,1784673606963950089,1784673606966000000,cancel,1784673606967000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,1,1,811520,0.003255,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567863,1463594898051182592,BTWUSDT,95,entry,kCancelled,kSell,0.072891,1e-06,13,430174685770,1784674136647911169,989505,1784674136647997236,1784674136650000000,cancel,1784674136651000000,1000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,4,1,511164,0.07287,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567864,1463595335974268950,DEXEUSDT,135,entry,kCancelled,kSell,6.139,0.001,7,430176120202,1784674241050581322,7891088,1784674241057901894,1784674241059000000,cancel,1784674241061000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,83,1,715607,6.138,
20260721_142306_bitget_combined46_n6_fanout1_12h,432345564227567865,1463595450713649166,TACUSDT,411,entry,kCancelled,kSell,0.003274,1e-06,1,374497354456,1784674268413178936,947520,1784674268413956682,1784674268415000000,cancel,1784674268417000000,2000000,all_cross,no_cross,no_cross,no_cross,not_marketable_observed,1,5,1,833377,0.003272,
