run_id,signal_index,log_time,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,symbol,symbol_id,signal_role,action,side,reduce_only,signal_position_id,raw_price,local_order_id,request_sequence,request_send_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,exchange_order_id,order_role,order_position_id,position_event,position_direction,order_price,price_tick,slippage_ticks,quantity,status,cumulative_filled_quantity,average_fill_price,exec_slippage_ticks,ack_rtt_ns,order_finished_local_ns,warnings
20260721_142306_bitget_combined46_n6_fanout1_12h,11,2026-07-21 14:40:12.959935368,kBinance,438,1784644812959000000,1784644812959934582,1784644812959934986,1784644812959935312,1784644812959000000,1784644812959934582,11099520734746,935312,1784644812958000000,1784644812958525822,374302194861,1935312,UB_USDT,438,kLead,kOpenShort,kSell,false,0,0.10488,0,,,404,326,,,,entry,0,,,0.10488,1e-05,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,12,2026-07-21 14:41:04.491618476,kBinance,135,1784644864490000000,1784644864491616272,1784644864491616780,1784644864491617573,1784644864490000000,1784644864491616272,11099526672604,1617573,1784644864435000000,1784644864435886431,429455702385,56617573,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.837,432345564227567621,5,1784644864491628498,508,793,10925,12226,1463472121725988870,entry,3,kEntrySubmit,kShort,8.83,0.001,7,1.1,kCancelled,0,0,,5651469,1784644864497442623,
20260721_142306_bitget_combined46_n6_fanout1_12h,13,2026-07-21 14:41:32.104161696,kBinance,305,1784644892103000000,1784644892104159123,1784644892104159576,1784644892104160859,1784644892103000000,1784644892104159123,11099530839345,1160859,1784644891988000000,1784644891989094678,374303007789,116160859,ONDO_USDT,305,kLead,kOpenShort,kSell,false,0,0.4074,432345564227567622,6,1784644892104171767,453,1283,10908,12644,1463472237543305236,entry,1,kEntrySubmit,kShort,0.4073,0.0001,1,24.5,kCancelled,0,0,,6243464,1784644892110694070,
20260721_142306_bitget_combined46_n6_fanout1_12h,14,2026-07-21 14:42:16.637107598,kBinance,445,1784644936636000000,1784644936637105044,1784644936637105411,1784644936637106832,1784644936636000000,1784644936637105044,11099536250963,1106832,1784644936461000000,1784644936462127505,664585526894,176106832,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,432345564227567623,7,1784644936637117404,367,1421,10572,12360,1463472424328245249,entry,1,kEntrySubmit,kShort,0.041518,1e-06,9,240,kCancelled,0,0,,5893863,1784644936643093435,
20260721_142306_bitget_combined46_n6_fanout1_12h,15,2026-07-21 14:42:16.638605416,kBinance,445,1784644936638000000,1784644936638604436,1784644936638604838,1784644936638605361,1784644936638000000,1784644936638604436,11099536251383,605361,1784644936461000000,1784644936462127505,664585526894,177605361,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,0,,,402,523,,,,entry,0,,,0.041527,1e-06,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,16,2026-07-21 14:42:16.639036619,kBinance,445,1784644936638000000,1784644936639035845,1784644936639036202,1784644936639036566,1784644936638000000,1784644936639035845,11099536251414,1036566,1784644936461000000,1784644936462127505,664585526894,178036566,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,0,,,357,364,,,,entry,0,,,0.041527,1e-06,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,17,2026-07-21 14:42:16.639589310,kBinance,445,1784644936638000000,1784644936639588498,1784644936639588842,1784644936639589258,1784644936638000000,1784644936639588498,11099536251501,1589258,1784644936461000000,1784644936462127505,664585526894,178589258,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,0,,,344,416,,,,entry,0,,,0.041527,1e-06,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,18,2026-07-21 14:42:16.640062288,kBinance,445,1784644936639000000,1784644936640061099,1784644936640061612,1784644936640062233,1784644936639000000,1784644936640061099,11099536251531,1062233,1784644936639000000,1784644936639770723,664585528230,1062233,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,0,,,513,621,,,,entry,0,,,0.041527,1e-06,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,19,2026-07-21 14:42:16.640063151,kBinance,445,1784644936639000000,1784644936640062452,1784644936640062879,1784644936640063099,1784644936639000000,1784644936640062452,11099536251568,1063099,1784644936639000000,1784644936639770723,664585528230,1063099,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,0,,,427,220,,,,entry,0,,,0.041527,1e-06,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20,2026-07-21 14:42:16.640064353,kBinance,445,1784644936639000000,1784644936640063481,1784644936640064089,1784644936640064300,1784644936639000000,1784644936640063481,11099536251603,1064300,1784644936639000000,1784644936639770723,664585528230,1064300,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,0,,,608,211,,,,entry,0,,,0.041527,1e-06,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,21,2026-07-21 14:42:16.640065066,kBinance,445,1784644936639000000,1784644936640064464,1784644936640064811,1784644936640065014,1784644936639000000,1784644936640064464,11099536251667,1065014,1784644936639000000,1784644936639770723,664585528230,1065014,US_USDT,445,kLead,kOpenShort,kSell,false,0,0.041527,0,,,347,203,,,,entry,0,,,0.041527,1e-06,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,22,2026-07-21 14:42:58.517025817,kBinance,494,1784644978516000000,1784644978517023304,1784644978517023924,1784644978517024901,1784644978516000000,1784644978517023304,11099541076233,1024901,1784644978516000000,1784644978516891245,429459973055,1024901,1000XEC_USDT,494,kLead,kOpenLong,kBuy,false,0,0.006988,432345564227567624,8,1784644978517035015,620,977,10114,11711,1463472599985696769,entry,1,kEntrySubmit,kLong,0.006989,1e-06,1,1430,kCancelled,0,0,,5829376,1784644978523045880,
20260721_142306_bitget_combined46_n6_fanout1_12h,23,2026-07-21 14:43:27.323104285,kBinance,236,1784645007322000000,1784645007323101996,1784645007323102394,1784645007323103540,1784645007322000000,1784645007323101996,11099544872249,1103540,1784645007187000000,1784645007188075247,200245833680,136103540,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0015,432345564227567625,9,1784645007323113908,398,1146,10368,11912,1463472720806817796,entry,1,kEntrySubmit,kShort,1.0013,0.0001,2,9.9,kCancelled,0,0,,5775823,1784645007329215265,
20260721_142306_bitget_combined46_n6_fanout1_12h,24,2026-07-21 14:43:40.715116176,kBinance,135,1784645020714000000,1784645020715113903,1784645020715114277,1784645020715115415,1784645020714000000,1784645020715113903,11099546407090,1115415,1784645020705000000,1784645020705692974,429461446614,10115415,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.904,432345564227567626,10,1784645020715124863,374,1138,9448,10960,1463472776976936968,entry,4,kEntrySubmit,kShort,8.897,0.001,7,1.1,kCancelled,0,0,,5890458,1784645020721199151,
20260721_142306_bitget_combined46_n6_fanout1_12h,25,2026-07-21 14:43:40.716438424,kBinance,135,1784645020715000000,1784645020716437581,1784645020716438013,1784645020716438370,1784645020715000000,1784645020716437581,11099546407451,1438370,1784645020705000000,1784645020705692974,429461446614,11438370,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.904,0,,,432,357,,,,entry,0,,,8.904,0.001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,26,2026-07-21 14:43:40.716964726,kBinance,135,1784645020716000000,1784645020716963862,1784645020716964332,1784645020716964672,1784645020716000000,1784645020716963862,11099546407531,964672,1784645020705000000,1784645020705692974,429461446614,11964672,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.904,0,,,470,340,,,,entry,0,,,8.904,0.001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,27,2026-07-21 14:43:40.717955714,kBinance,135,1784645020717000000,1784645020717955047,1784645020717955399,1784645020717955657,1784645020717000000,1784645020717955047,11099546407986,955657,1784645020705000000,1784645020705692974,429461446614,12955657,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.904,0,,,352,258,,,,entry,0,,,8.904,0.001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,28,2026-07-21 14:43:40.717958574,kBinance,135,1784645020717000000,1784645020717957619,1784645020717958084,1784645020717958519,1784645020717000000,1784645020717957619,11099546408031,958519,1784645020705000000,1784645020705692974,429461446614,12958519,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.904,0,,,465,435,,,,entry,0,,,8.904,0.001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,29,2026-07-21 14:44:47.204021288,kBinance,236,1784645087203000000,1784645087204019444,1784645087204019785,1784645087204020891,1784645087203000000,1784645087204019444,11099553055948,1020891,1784645087203000000,1784645087203934384,200246064520,1020891,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0042,432345564227567627,11,1784645087204031496,341,1106,10605,12052,1463473055852015617,entry,2,kEntrySubmit,kShort,1.004,0.0001,2,9.9,kCancelled,0,0,,5747565,1784645087209924774,
20260721_142306_bitget_combined46_n6_fanout1_12h,30,2026-07-21 14:44:47.204032551,kBinance,236,1784645087203000000,1784645087204021067,1784645087204032120,1784645087204032494,1784645087203000000,1784645087204021067,11099553056011,1032494,1784645087203000000,1784645087203934384,200246064520,1032494,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0042,0,,,11053,374,,,,entry,0,,,1.0042,0.0001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,31,2026-07-21 14:44:53.549136218,kBinance,236,1784645093548000000,1784645093549133248,1784645093549133793,1784645093549135847,1784645093548000000,1784645093549133248,11099553757112,1135847,1784645092923000000,1784645092924296475,200246083132,626135847,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,545,2054,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,32,2026-07-21 14:44:53.550056567,kBinance,236,1784645093549000000,1784645093550055688,1784645093550056071,1784645093550056510,1784645093549000000,1784645093550055688,11099553757349,1056510,1784645092923000000,1784645092924296475,200246083132,627056510,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,383,439,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,33,2026-07-21 14:44:53.550057915,kBinance,236,1784645093549000000,1784645093550056664,1784645093550057321,1784645093550057857,1784645093549000000,1784645093550056664,11099553757426,1057857,1784645092923000000,1784645092924296475,200246083132,627057857,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,657,536,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,34,2026-07-21 14:44:53.550502336,kBinance,236,1784645093549000000,1784645093550501652,1784645093550502056,1784645093550502280,1784645093549000000,1784645093550501652,11099553757497,1502280,1784645092923000000,1784645092924296475,200246083132,627502280,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,404,224,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,35,2026-07-21 14:44:53.550503749,kBinance,236,1784645093549000000,1784645093550502870,1784645093550503441,1784645093550503691,1784645093549000000,1784645093550502870,11099553757614,1503691,1784645092923000000,1784645092924296475,200246083132,627503691,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,571,250,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,36,2026-07-21 14:44:53.550967996,kBinance,236,1784645093550000000,1784645093550967115,1784645093550967552,1784645093550967932,1784645093550000000,1784645093550967115,11099553757692,967932,1784645092923000000,1784645092924296475,200246083132,627967932,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,437,380,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,37,2026-07-21 14:44:53.550970371,kBinance,236,1784645093550000000,1784645093550969562,1784645093550969907,1784645093550970313,1784645093550000000,1784645093550969562,11099553757773,970313,1784645092923000000,1784645092924296475,200246083132,627970313,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,345,406,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,38,2026-07-21 14:44:53.550971241,kBinance,236,1784645093550000000,1784645093550970209,1784645093550970950,1784645093550971183,1784645093550000000,1784645093550970209,11099553757792,971183,1784645092923000000,1784645092924296475,200246083132,627971183,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,741,233,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,39,2026-07-21 14:44:53.550971971,kBinance,236,1784645093550000000,1784645093550971102,1784645093550971693,1784645093550971910,1784645093550000000,1784645093550971102,11099553757819,971910,1784645092923000000,1784645092924296475,200246083132,627971910,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,1.0017,0,,,591,217,,,,entry,0,,,1.0015,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,40,2026-07-21 14:49:31.622028905,kBinance,135,1784645371621000000,1784645371622025561,1784645371622025903,1784645371622027509,1784645371621000000,1784645371622025561,11099587488276,1027509,1784645371484000000,1784645371484243507,429473881831,138027509,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.964,432345564227567628,12,1784645371622039163,342,1606,11654,13602,1463474248787570719,entry,5,kEntrySubmit,kShort,8.957,0.001,7,1.1,kCancelled,0,0,,5973430,1784645371628308478,
20260721_142306_bitget_combined46_n6_fanout1_12h,41,2026-07-21 14:49:31.623502754,kBinance,135,1784645371622000000,1784645371623501892,1784645371623502369,1784645371623502685,1784645371622000000,1784645371623501892,11099587488850,1502685,1784645371623000000,1784645371623341916,429473884790,502685,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.963,0,,,477,316,,,,entry,0,,,8.963,0.001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,42,2026-07-21 14:49:31.623939346,kBinance,135,1784645371623000000,1784645371623938615,1784645371623939007,1784645371623939291,1784645371623000000,1784645371623938615,11099587489138,939291,1784645371623000000,1784645371623887888,429473884851,939291,DEXE_USDT,135,kLead,kOpenShort,kSell,false,0,8.963,0,,,392,284,,,,entry,0,,,8.963,0.001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,43,2026-07-21 14:49:44.938542389,kBinance,211,1784645384938000000,1784645384938532603,1784645384938541395,1784645384938542106,1784645384938000000,1784645384938532603,11099588820476,542106,1784645361132000000,1784645361132368463,374307329398,23806542106,H_USDT,211,kLead,kOpenShort,kSell,false,0,0.05945,0,,,8792,711,,,,entry,0,,,0.05943,1e-05,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,44,2026-07-21 14:49:44.939013641,kBinance,211,1784645384938000000,1784645384939012698,1784645384939013195,1784645384939013583,1784645384938000000,1784645384939012698,11099588820486,1013583,1784645361132000000,1784645361132368463,374307329398,23807013583,H_USDT,211,kLead,kOpenShort,kSell,false,0,0.05945,0,,,497,388,,,,entry,0,,,0.05943,1e-05,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,45,2026-07-21 14:50:22.151530447,kBinance,135,1784645422151000000,1784645422151527939,1784645422151528327,1784645422151529412,1784645422151000000,1784645422151527939,11099593582375,529412,1784645422151000000,1784645422151473854,429475708704,529412,DEXE_USDT,135,kLead,kOpenLong,kBuy,false,0,8.676,432345564227567629,13,1784645422151548047,388,1085,18635,20108,1463474460721557511,entry,6,kEntrySubmit,kLong,8.683,0.001,7,1.1,kCancelled,0,0,,5614106,1784645422157465966,
20260721_142306_bitget_combined46_n6_fanout1_12h,46,2026-07-21 14:50:34.099220933,kBinance,438,1784645434098000000,1784645434099218401,1784645434099218960,1784645434099220178,1784645434098000000,1784645434099218401,11099594845496,1220178,1784645434098000000,1784645434098531795,374307899576,1220178,UB_USDT,438,kLead,kOpenShort,kSell,false,0,0.10343,432345564227567630,14,1784645434099230003,559,1218,9825,11602,1463474510835101696,entry,2,kEntrySubmit,kShort,0.10341,1e-05,2,96,kCancelled,0,0,,5582442,1784645434105035395,
20260721_142306_bitget_combined46_n6_fanout1_12h,47,2026-07-21 14:52:08.051677275,kBinance,236,1784645528051000000,1784645528051674049,1784645528051674593,1784645528051676513,1784645528051000000,1784645528051674049,11099605836015,676513,1784645527494000000,1784645527494623497,200247629322,557676513,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,0.9938,0,,,544,1920,,,,entry,0,,,0.9936,0.0001,2,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,48,2026-07-21 14:52:08.052944928,kBinance,236,1784645528052000000,1784645528052944112,1784645528052944453,1784645528052944873,1784645528052000000,1784645528052944112,11099605836683,944873,1784645528052000000,1784645528052656656,200247631398,944873,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,0.9937,432345564227567631,15,1784645528052951260,341,420,6387,7148,1463474904902545417,entry,3,kEntrySubmit,kShort,0.9935,0.0001,2,10,kCancelled,0,0,,5680085,1784645528058852188,
20260721_142306_bitget_combined46_n6_fanout1_12h,49,2026-07-21 14:52:08.053254568,kBinance,236,1784645528052000000,1784645528053253778,1784645528053254097,1784645528053254513,1784645528052000000,1784645528053253778,11099605836763,1254513,1784645528053000000,1784645528053235247,200247631581,254513,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,0.9921,0,,,319,416,,,,entry,0,,,0.9921,0.0001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,50,2026-07-21 14:52:08.053487237,kBinance,236,1784645528052000000,1784645528053486416,1784645528053486882,1784645528053487183,1784645528052000000,1784645528053486416,11099605836921,1487183,1784645528053000000,1784645528053485534,200247631683,487183,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,0.9917,0,,,466,301,,,,entry,0,,,0.9917,0.0001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,51,2026-07-21 14:52:08.053563207,kBinance,236,1784645528053000000,1784645528053562488,1784645528053562919,1784645528053563152,1784645528053000000,1784645528053562488,11099605837008,563152,1784645528053000000,1784645528053485534,200247631683,563152,KAITO_USDT,236,kLead,kOpenShort,kSell,false,0,0.9917,0,,,431,233,,,,entry,0,,,0.9917,0.0001,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,52,2026-07-21 14:53:28.040424836,kBinance,91,1784645608039000000,1784645608040422461,1784645608040422912,1784645608040424052,1784645608039000000,1784645608040422461,11099615002886,1424052,1784645608038000000,1784645608038482805,429481888238,2424052,BSB_USDT,91,kLead,kOpenShort,kSell,false,0,0.13719,432345564227567632,16,1784645608040436480,451,1140,12428,14019,1463475240396533763,entry,1,kEntrySubmit,kShort,0.13716,1e-05,3,72,kCancelled,0,0,,5709224,1784645608046315651,
20260721_142306_bitget_combined46_n6_fanout1_12h,53,2026-07-21 15:00:26.549025395,kBinance,502,1784646026548000000,1784646026549022993,1784646026549023414,1784646026549024874,1784646026548000000,1784646026549022993,11099658148553,1024874,1784646026539000000,1784646026540101779,429496037240,10024874,SKHY_USDT,502,kLead,kOpenLong,kBuy,false,0,166.44,432345564227567633,17,1784646026549036660,421,1460,11786,13667,1463476995750506497,entry,1,kEntrySubmit,kLong,166.47,0.01,3,0.06,kCancelled,0,0,,5700098,1784646026555026155,
20260721_142306_bitget_combined46_n6_fanout1_12h,54,2026-07-21 15:00:26.549574013,kBinance,502,1784646026548000000,1784646026549573143,1784646026549573477,1784646026549573946,1784646026548000000,1784646026549573143,11099658148621,1573946,1784646026549000000,1784646026549258023,429496037452,573946,SKHY_USDT,502,kLead,kOpenLong,kBuy,false,0,166.47,0,,,334,469,,,,entry,0,,,166.47,0.01,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,55,2026-07-21 15:02:23.699741631,kBinance,498,1784646143698000000,1784646143699739444,1784646143699739917,1784646143699740799,1784646143698000000,1784646143699739444,11099674856946,1740799,1784646143699000000,1784646143699326107,664605864766,740799,MRVL_USDT,498,kLead,kOpenShort,kSell,false,0,207.77,432345564227567634,18,1784646143699752384,473,882,11585,12940,1463477487113220145,entry,1,kEntrySubmit,kShort,207.73,0.01,4,0.04,kFilled,0.04,207.77,0,5618466,1784646143706031130,
20260721_142306_bitget_combined46_n6_fanout1_12h,56,2026-07-21 15:02:23.699868909,kBinance,498,1784646143698000000,1784646143699868119,1784646143699868475,1784646143699868853,1784646143698000000,1784646143699868119,11099674857354,1868853,1784646143699000000,1784646143699326107,664605864766,868853,MRVL_USDT,498,kLead,kOpenShort,kSell,false,0,207.77,0,,,356,378,,,,entry,0,,,207.77,0.01,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,57,2026-07-21 15:02:23.705187203,kBinance,498,1784646143704000000,1784646143705186529,1784646143705186874,1784646143705187149,1784646143704000000,1784646143705186529,11099674861796,1187149,1784646143704000000,1784646143705022377,664605865335,1187149,MRVL_USDT,498,kLead,kOpenShort,kSell,false,0,207.79,0,,,345,275,,,,entry,0,,,207.79,0.01,0,0,kRejected,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,58,2026-07-21 15:02:23.705517899,kBinance,498,1784646143704000000,1784646143705517169,1784646143705517586,1784646143705517842,1784646143704000000,1784646143705517169,11099674861933,1517842,1784646143704000000,1784646143705022377,664605865335,1517842,MRVL_USDT,498,kLead,kOpenShort,kSell,false,0,207.79,0,,,417,256,,,,entry,0,,,207.79,0.01,0,0,kRejected,,,,,,
