run_id,local_order_id,text_order_id,request_sequence,encoded_request_id,exchange_order_id,symbol,symbol_id,trigger_ticker_id,trigger_exchange,trigger_symbol_id,signal_role,order_role,position_id,position_event,position_direction,entry_local_order_id,action,side,reduce_only,time_in_force,status,finish_reason,reject_reason,raw_price,order_price,price_text,price_tick,slippage_ticks,order_offset_ticks,quantity,quantity_text,cumulative_filled_quantity,left_quantity,cancelled_quantity,fill_rate,average_fill_price,last_fill_price,contract_multiplier,filled_notional,fill_role,exec_slippage_price,exec_slippage_ticks,exec_slippage_bps,exec_slippage_quote,limit_improvement_ticks,fee_rate_config,fee_quote_estimated,fee_source,ack_rtt_ns,request_send_local_ns,ack_local_receive_ns,order_finished_local_ns,source_schema,warnings
20260525_133511_12pair_live_2ticks,288230376151711786,t-288230376151711786,43,144115188075855915,63894851026697099,ETH_USDT,1,10627706484382,kBinance,1,kLead,entry,1,kEntrySubmit,kLong,288230376151711786,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,2124.43,2124.45,2124.45,0.01,2,2,4,4,0,4,4,0,0,0,0.01,,kNone,,,,,,0.00016,,,5833276,1779719270877714047,1779719270883547323,1779719270961545068,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711787,t-288230376151711787,44,144115188075855916,88664618535575363,INJ_USDT,12,10627706764604,kBinance,12,kLead,entry,16,kEntrySubmit,kShort,288230376151711787,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,5.695,5.693,5.693,0.001,2,2,175,175,0,175,175,0,0,0,0.1,,kNone,,,,,,0.00016,,,3748513,1779719271672018986,1779719271675767499,1779719271903543207,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711788,t-288230376151711788,45,144115188075855917,88664618535575994,INJ_USDT,12,10627707251089,kBinance,12,kLead,entry,17,kEntrySubmit,kLong,288230376151711788,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,5.68,5.682,5.682,0.001,2,2,175,175,0,175,175,0,0,0,0.1,,kNone,,,,,,0.00016,,,5998595,1779719277441548538,1779719277447547133,1779719277459543351,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711789,t-288230376151711789,46,144115188075855918,88664618535576792,INJ_USDT,12,10627708626332,kBinance,12,kLead,entry,18,kEntrySubmit,kLong,288230376151711789,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,5.682,5.684,5.684,0.001,2,2,175,175,0,175,175,0,0,0,0.1,,kNone,,,,,,0.00016,,,5997969,1779719292015547993,1779719292021545962,1779719292027544255,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711790,t-288230376151711790,47,144115188075855919,206602634296019571,ZEC_USDT,6,10627720457275,kBinance,6,kLead,entry,17,kEntrySubmit,kLong,288230376151711790,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,673.2,673.22,673.22,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,4210111,1779719422721338982,1779719422725549093,1779719422743544714,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711791,t-288230376151711791,48,144115188075855920,206602634296025164,ZEC_USDT,6,10627723491797,kBinance,6,kLead,entry,18,kEntrySubmit,kLong,288230376151711791,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,673.95,673.97,673.97,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,5089161,1779719460603457834,1779719460608546995,1779719460650544246,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711792,t-288230376151711792,49,144115188075855921,206602634296035497,ZEC_USDT,6,10627725042710,kBinance,6,kLead,entry,19,kEntrySubmit,kLong,288230376151711792,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,676.99,677.01,677.01,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,5995249,1779719478622552274,1779719478628547523,1779719478736544904,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711793,t-288230376151711793,50,144115188075855922,223491133160831607,SIREN_USDT,7,10627727394673,kBinance,7,kLead,entry,1,kEntrySubmit,kLong,288230376151711793,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.50304,0.50306,0.50306,1e-05,2,2,1.9,1.9,0,1.9,1.9,0,0,0,100.0,,kNone,,,,,,0.00016,,,4969910,1779719502761579706,1779719502766549616,1779719502772543941,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711794,t-288230376151711794,51,144115188075855923,260082878984847487,PROVE_USDT,4,10627731955566,kBinance,4,kLead,entry,4,kEntrySubmit,kShort,288230376151711794,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.273,0.2728,0.2728,0.0001,2,2,36,36,0,36,36,0,0,0,10.0,,kNone,,,,,,0.00016,,,4887046,1779719553632248025,1779719553637135071,1779719553695552002,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711795,t-288230376151711795,52,144115188075855924,206602634296084156,ZEC_USDT,6,10627733844744,kBinance,6,kLead,entry,20,kEntrySubmit,kLong,288230376151711795,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,676.95,676.97,676.97,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,5997373,1779719580012552198,1779719580018549571,1779719580054550521,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711796,t-288230376151711796,53,144115188075855925,206602634296085891,ZEC_USDT,6,10627734028652,kBinance,6,kLead,entry,21,kEntrySubmit,kLong,288230376151711796,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,677.64,677.66,677.66,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,5999435,1779719581884547467,1779719581890546902,1779719581932543275,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711797,t-288230376151711797,54,144115188075855926,206602634296088148,ZEC_USDT,6,10627734254566,kBinance,6,kLead,entry,22,kEntrySubmit,kLong,288230376151711797,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,678.99,679.01,679.01,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,5310832,1779719582803234916,1779719582808545748,1779719582868542570,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711798,t-288230376151711798,55,144115188075855927,51509920984625907,DASH_USDT,9,10627734262989,kBinance,9,kLead,entry,2,kEntrySubmit,kLong,288230376151711798,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,46.01,46.03,46.03,0.01,2,2,217,217,0,217,217,0,0,0,0.01,,kNone,,,,,,0.00016,,,5077712,1779719582815468037,1779719582820545749,1779719582874543025,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711799,t-288230376151711799,56,144115188075855928,206602634296088605,ZEC_USDT,6,10627734294737,kBinance,6,kLead,entry,23,kEntrySubmit,kLong,288230376151711799,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,680,680.02,680.02,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,5756457,1779719582868792653,1779719582874549110,1779719582928543050,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711800,t-288230376151711800,57,144115188075855929,206602634296089331,ZEC_USDT,6,10627734320788,kBinance,6,kLead,entry,24,kEntrySubmit,kShort,288230376151711800,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,681.81,681.79,681.79,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,3638136,1779719582979437563,1779719582983075699,1779719583084543650,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711801,t-288230376151711801,58,144115188075855930,206602634296105916,ZEC_USDT,6,10627735069496,kBinance,6,kLead,entry,25,kEntrySubmit,kShort,288230376151711801,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,681.61,681.59,681.59,0.01,2,2,14,14,0,14,14,0,0,0,0.01,,kNone,,,,,,0.00016,,,5998151,1779719590361548509,1779719590367546660,1779719590386544065,submitted_v1,
20260525_133511_12pair_live_2ticks,288230376151711802,t-288230376151711802,59,144115188075855931,51509920984627179,DASH_USDT,9,10627736723817,kBinance,9,kLead,entry,3,kEntrySubmit,kLong,288230376151711802,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,46.12,46.14,46.14,0.01,2,2,216,216,0,216,216,0,0,0,0.01,,kNone,,,,,,0.00016,,,4578776,1779719610319968802,1779719610324547578,1779719610330544222,submitted_v1,
